i,j,n_valid,denominator,fraction
0,0,1338057478,20589520178326522500,6.498730748210331e-11
0,1,315672335,4857445984927644900,6.498730748210331e-11
0,2,30673810,1075697380745222400,2.8515278615792303e-11
0,3,3339121,222251524947360000,1.5024067177100835e-11
0,4,973261,42540330946955625,2.2878549670733415e-11
0,5,12511,7481077970900625,1.6723824585317983e-12
0,6,0,1196972475344100,
0,7,0,172216016072100,
0,8,0,21966328580625,
0,9,0,2440703175625,
0,10,0,231072490000,
0,11,0,18116083216,
0,12,0,1132255201,
0,13,0,53509225,
0,14,0,1768900,
0,15,0,36100,
0,16,0,361,
0,17,0,1,
1,0,353902549,5445717990022688400,6.498730748210331e-11
1,1,88711742,1361429497505672100,6.516073183878757e-11
1,2,7886580,320042195924198400,2.464231456412746e-11
1,3,945244,70321771565375625,1.3441699184210236e-11
1,4,315608,14342421672022500,2.2005248686432158e-11
1,5,9065,2693188069524225,3.366210726760168e-12
1,6,0,461140406672400,
1,7,0,71170904601225,
1,8,0,9762812702500,
1,9,0,1169804480625,
1,10,0,119787978816,
1,11,0,10190296809,
1,12,0,693479556,
1,13,0,35820225,
1,14,0,1299600,
1,15,0,29241,
1,16,0,324,
1,17,0,1,
2,0,88711742,1361429497505672100,6.516073183878757e-11
2,1,24139981,361297635242552100,6.681466725259709e-11
2,2,2610035,90324408810638025,2.8896241610739658e-11
2,3,225561,21147754404155625,1.0665979205399035e-11
2,4,137621,4605510959127225,2.988183311426885e-11
2,5,1588,925483177280025,1.7160257487074502e-12
2,6,0,169986706031025,
2,7,0,28214528710225,
2,8,0,4173746850625,
2,9,0,540917591841,
2,10,0,60101954649,
2,11,0,5567099769,
2,12,0,414081801,
2,13,0,23474025,
2,14,0,938961,
2,15,0,23409,
2,16,0,289,
2,17,0,1,
3,0,8044433,320042195924198400,2.5135539081189238e-11
3,1,1853885,90324408810638025,2.0524746331873483e-11
3,2,499963,24061445010950400,2.0778625382077e-11
3,3,34931,6015361252737600,5.806974161041941e-12
3,4,10068,1401915345465600,7.181930420844282e-12
3,5,61,302198588499600,2.0434407583329894e-13
3,6,0,59693548345600,
3,7,0,10684791937600,
3,8,0,1709566710016,
3,9,0,240407818596,
3,10,0,29085255936,
3,11,0,2944581696,
3,12,0,240374016,
3,13,0,15023376,
3,14,0,665856,
3,15,0,18496,
3,16,0,256,
3,17,0,1,
4,0,1505932,70321771565375625,2.1414880591791712e-11
4,1,375844,21147754404155625,1.777229929296665e-11
4,2,81426,6015361252737600,1.3536391008937803e-11
4,3,7841,1609341595560000,4.872424869241226e-12
4,4,593,402335398890000,1.476051237772583e-12
4,5,0,93271169290000,
4,6,0,19868414760000,
