i,j,n_valid,denominator,fraction
0,0,416523429,1361429497505672100,3.059456475144726e-10
0,1,97915516,320042195924198400,3.059456475144726e-10
0,2,10490883,70321771565375625,1.4918400430644313e-10
0,3,1216199,14342421672022500,8.479737774234604e-11
0,4,287040,2693188069524225,1.0658026246498295e-10
0,5,4512,461140406672400,9.785335358355952e-12
0,6,0,71170904601225,
0,7,0,9762812702500,
0,8,0,1169804480625,
0,9,0,119787978816,
0,10,0,10190296809,
0,11,0,693479556,
0,12,0,35820225,
0,13,0,1299600,
0,14,0,29241,
0,15,0,324,
0,16,0,1,
1,0,110537438,361297635242552100,3.059456475144726e-10
1,1,27630773,90324408810638025,3.0590594203983844e-10
1,2,2785156,21147754404155625,1.316998533770361e-10
1,3,366702,4605510959127225,7.962250301559429e-11
1,4,103673,925483177280025,1.120210382653671e-10
1,5,3397,169986706031025,1.998944701479258e-11
1,6,0,28214528710225,
1,7,0,4173746850625,
1,8,0,540917591841,
1,9,0,60101954649,
1,10,0,5567099769,
1,11,0,414081801,
1,12,0,23474025,
1,13,0,938961,
1,14,0,23409,
1,15,0,289,
1,16,0,1,
2,0,27630773,90324408810638025,3.0590594203983844e-10
2,1,7517433,24061445010950400,3.124265057166956e-10
2,2,885666,6015361252737600,1.4723409238620665e-10
2,3,88170,1401915345465600,6.289308731178147e-11
2,4,42580,302198588499600,1.4090137371114295e-10
2,5,708,59693548345600,1.1875766316450277e-11
2,6,0,10684791937600,
2,7,0,1709566710016,
2,8,0,240407818596,
2,9,0,29085255936,
2,10,0,2944581696,
2,11,0,240374016,
2,12,0,15023376,
2,13,0,665856,
2,14,0,18496,
2,15,0,256,
2,16,0,1,
3,0,2792999,21147754404155625,1.3207071732353713e-10
3,1,681972,6015361252737600,1.1337180089634532e-10
3,2,175318,1609341595560000,1.0893822679682365e-10
3,3,14174,402335398890000,3.5229449930894646e-11
3,4,3546,93271169290000,3.8026707605872617e-11
3,5,40,19868414760000,2.057584408209868e-12
3,6,0,3846525097536,
3,7,0,667799496100,
3,8,0,102252852900,
3,9,0,13521038400,
3,10,0,1502337600,
3,11,0,135210384,
3,12,0,9363600,
3,13,0,462400,
3,14,0,14400,
3,15,0,225,
3,16,0,1,
4,0,501040,4605510959127225,1.0879154763115454e-10
4,1,138431,1401915345465600,9.874483795037237e-11
4,2,30346,402335398890000,7.542704756574566e-11
4,3,3041,108172480360000,2.8119598001662872e-11
4,4,257,27043120090000,9.528249174298538e-12
4,5,0,6230734868736,
4,6,0,1308887012356,
4,7,0,247426656400,
4,8,0,41408180100,
4,9,0,6009350400,
4,10,0,736145424,
4,11,0,73410624,
4,12,0,5664400,
4,13,0,313600,
4,14,0,11025,
4,15,0,196,
4,16,0,1,
5,0,43540,925483177280025,4.704628071209367e-11
5,1,17570,302198588499600,5.814132701924237e-11
5,2,3081,93271169290000,3.303345924789152e-11
5,3,647,27043120090000,2.3954946954495826e-11
5,4,0,7312459672336,
5,5,0,1828114918084,
5,6,0,418151049316,
5,7,0,86394844900,
5,8,0,15868440900,
5,9,0,2538950544,
5,10,0,344622096,
5,11,0,38291344,
5,12,0,3312400,
5,13,0,207025,
5,14,0,8281,
5,15,0,169,
5,16,0,1,
6,0,121,169986706031025,7.125709604499059e-13
6,1,125,59693548345600,2.097014963658499e-12
6,2,20,19868414760000,1.028792204104954e-12
6,3,0,6230734868736,
6,4,0,1828114918084,
6,5,0,497634306624,
6,6,0,124408576656,
6,7,0,28210561600,
6,8,0,5712638724,
6,9,0,1012766976,
6,10,0,153165376,
6,11,0,19079424,
6,12,0,1863225,
6,13,0,132496,
6,14,0,6084,
6,15,0,144,
6,16,0,1,
7,0,0,28214528710225,
7,1,0,10684791937600,
7,2,0,3846525097536,
7,3,0,1308887012356,
7,4,0,418151049316,
7,5,0,124408576656,
7,6,0,34134779536,
7,7,0,8533694884,
7,8,0,1914762564,
7,9,0,378224704,
7,10,0,64128064,
7,11,0,9018009,
7,12,0,1002001,
7,13,0,81796,
7,14,0,4356,
7,15,0,121,
7,16,0,1,
8,0,0,4173746850625,
8,1,0,1709566710016,
8,2,0,667799496100,
8,3,0,247426656400,
8,4,0,86394844900,
