i,j,n_valid,denominator,fraction
12,5,0,6009350400,
12,6,0,2538950544,
12,7,0,1012766976,
12,8,0,378224704,
12,9,0,130873600,
12,10,0,41409225,
12,11,0,11778624,
12,12,0,2944656,
12,13,0,627264,
12,14,0,108900,
12,15,0,14400,
12,16,0,1296,
12,17,0,64,
12,18,0,1,
13,0,0,18116083216,
13,1,0,10190296809,
13,2,0,5567099769,
13,3,0,2944581696,
13,4,0,1502337600,
13,5,0,736145424,
13,6,0,344622096,
13,7,0,153165376,
13,8,0,64128064,
13,9,0,25050025,
13,10,0,9018009,
13,11,0,2944656,
13,12,0,853776,
13,13,0,213444,
13,14,0,44100,
13,15,0,7056,
13,16,0,784,
13,17,0,49,
13,18,0,1,
14,0,0,1132255201,
14,1,0,693479556,
14,2,0,414081801,
14,3,0,240374016,
14,4,0,135210384,
14,5,0,73410624,
14,6,0,38291344,
14,7,0,19079424,
14,8,0,9018009,
14,9,0,4008004,
14,10,0,1656369,
14,11,0,627264,
14,12,0,213444,
14,13,0,63504,
14,14,0,15876,
14,15,0,3136,
14,16,0,441,
14,17,0,36,
14,18,0,1,
15,0,0,53509225,
15,1,0,35820225,
15,2,0,23474025,
15,3,0,15023376,
15,4,0,9363600,
15,5,0,5664400,
15,6,0,3312400,
15,7,0,1863225,
15,8,0,1002001,
15,9,0,511225,
15,10,0,245025,
15,11,0,108900,
15,12,0,44100,
15,13,0,15876,
15,14,0,4900,
15,15,0,1225,
15,16,0,225,
15,17,0,25,
15,18,0,1,
16,0,0,1768900,
16,1,0,1299600,
16,2,0,938961,
16,3,0,665856,
16,4,0,462400,
16,5,0,313600,
16,6,0,207025,
16,7,0,132496,
16,8,0,81796,
16,9,0,48400,
16,10,0,27225,
16,11,0,14400,
16,12,0,7056,
16,13,0,3136,
16,14,0,1225,
16,15,0,400,
16,16,0,100,
16,17,0,16,
16,18,0,1,
17,0,0,36100,
17,1,0,29241,
17,2,0,23409,
17,3,0,18496,
17,4,0,14400,
17,5,0,11025,
17,6,0,8281,
17,7,0,6084,
17,8,0,4356,
17,9,0,3025,
17,10,0,2025,
17,11,0,1296,
17,12,0,784,
17,13,0,441,
17,14,0,225,
17,15,0,100,
17,16,0,36,
17,17,0,9,
17,18,0,1,
18,0,0,361,
18,1,0,324,
18,2,0,289,
18,3,0,256,
18,4,0,225,
18,5,0,196,
18,6,0,169,
18,7,0,144,
18,8,0,121,
18,9,0,100,
18,10,0,81,
18,11,0,64,
18,12,0,49,
18,13,0,36,
18,14,0,25,
18,15,0,16,
18,16,0,9,
18,17,0,4,
18,18,0,1,
19,0,0,1,
19,1,0,1,
19,2,0,1,
19,3,0,1,
19,4,0,1,
19,5,0,1,
19,6,0,1,
19,7,0,1,
19,8,0,1,
19,9,0,1,
19,10,0,1,
19,11,0,1,
19,12,0,1,
19,13,0,1,
19,14,0,1,
19,15,0,1,
19,16,0,1,
19,17,0,1,
19,18,0,1,
