i,j,n_valid,denominator,fraction
0,0,146432654906,1106808112281894469059600,1.323017542799129e-13
0,1,34925257335,263981815855227399056400,1.323017542799129e-13
0,2,2278423644,59859822189393968040000,3.806265306662848e-14
0,3,190319288,12855083765836539240000,1.4804982358733114e-14
0,4,126454778,2603154462581899196100,4.8577516529184195e-14
0,5,705738,494616462647053824900,1.4268396240291905e-15
0,6,0,87688237145184057600,
0,7,0,14411872430727840000,
0,8,0,2179573299708840000,
0,9,0,300692153184321600,
0,10,0,37456461988358400,
0,11,0,4161829109817600,
0,12,0,406428624005625,
0,13,0,34256731055625,
0,14,0,2436034208400,
0,15,0,141933027600,
0,16,0,6517332900,
0,17,0,223502500,
0,18,0,5290000,
0,19,0,76176,
0,20,0,529,
0,21,0,1,
1,0,38330667914,289721539396666805313600,1.323017542799129e-13
1,1,9716255076,72430384849166701328400,1.3414611970497978e-13
1,2,520570304,17235070755304390560000,3.020412923468277e-14
1,3,42454902,3888662839165553120100,1.0917609489000569e-14
1,4,27142454,828354214260117824400,3.276672456718148e-14
1,5,448797,165785573352613608900,2.7070942587412375e-15
1,6,0,31001538917654553600,
1,7,0,5382211617648360000,
1,8,0,861153858823737600,
1,9,0,125895330571982400,
1,10,0,16647316439270400,
1,11,0,1967114540187225,
1,12,0,204694541122500,
1,13,0,18422508701025,
1,14,0,1401950721600,
1,15,0,87621920100,
1,16,0,4327008400,
1,17,0,160022500,
1,18,0,4096576,
1,19,0,64009,
1,20,0,484,
1,21,0,1,
2,0,9716255076,72430384849166701328400,1.3414611970497978e-13
2,1,2655579039,19001665507723090592400,1.397550671693668e-13
2,2,203659626,4750416376930772648100,4.2871952767464587e-14
2,3,9947218,1127482124965160372100,8.822506909483514e-15
2,4,15291945,252980753801047064100,6.044707225064243e-14
2,5,39953,53404994776115852100,7.481220021109109e-16
2,6,0,10549134770590785600,
2,7,0,1937596182353409600,
2,8,0,328519767942273600,
2,9,0,50982406595265600,
2,10,0,7169400927459225,
2,11,0,902702926350225,
2,12,0,100300325150025,
2,13,0,9660316691025,
2,14,0,788597280900,
2,15,0,53005852900,
2,16,0,2822796900,
2,17,0,112911876,
2,18,0,3136441,
2,19,0,53361,
2,20,0,441,
2,21,0,1,
3,0,568365808,17235070755304390560000,3.297728314896748e-14
3,1,104737086,4750416376930772648100,2.2047980188618932e-14
3,2,34357797,1249287673091590440000,2.7501910131448224e-14
3,3,1338839,312321918272897610000,4.286728902349678e-15
3,4,675452,73916947787011560000,9.13799813868607e-15
3,5,327,16483023079048102500,1.987831720550262e-17
3,6,0,3444615435294950400,
3,7,0,670448506004640000,
3,8,0,120668417976960000,
3,9,0,19915002576275625,
3,10,0,2984141905290000,
3,11,0,401201300600100,
3,12,0,47705267610000,
3,13,0,4928733005625,
3,14,0,432700840000,
3,15,0,31364410000,
3,16,0,1806590016,
3,17,0,78411025,
3,18,0,2371600,
3,19,0,44100,
3,20,0,400,
3,21,0,1,
4,0,125025314,3888662839165553120100,3.215123545897548e-14
4,1,21026653,1127482124965160372100,1.864921199980435e-14
4,2,4385392,312321918272897610000,1.4041258022221355e-14
4,3,361739,82358080713306090000,4.392272994802217e-15
4,4,17502,20589520178326522500,8.500701041134229e-16
4,5,0,4857445984927644900,
4,6,0,1075697380745222400,
4,7,0,222251524947360000,
4,8,0,42540330946955625,
4,9,0,7481077970900625,
4,10,0,1196972475344100,
4,11,0,172216016072100,
4,12,0,21966328580625,
4,13,0,2440703175625,
4,14,0,231072490000,
4,15,0,18116083216,
4,16,0,1132255201,
4,17,0,53509225,
4,18,0,1768900,
4,19,0,36100,
4,20,0,361,
4,21,0,1,
5,0,12673850,828354214260117824400,1.530003741535273e-14
5,1,2689733,252980753801047064100,1.0632165928808242e-14
5,2,236965,73916947787011560000,3.205835875000068e-15
5,3,83828,20589520178326522500,4.071412703338641e-15
5,4,0,5445717990022688400,
5,5,0,1361429497505672100,
5,6,0,320042195924198400,
5,7,0,70321771565375625,
5,8,0,14342421672022500,
5,9,0,2693188069524225,
5,10,0,461140406672400,
5,11,0,71170904601225,
5,12,0,9762812702500,
5,13,0,1169804480625,
5,14,0,119787978816,
5,15,0,10190296809,
5,16,0,693479556,
5,17,0,35820225,
5,18,0,1299600,
5,19,0,29241,
5,20,0,324,
5,21,0,1,
6,0,3276,165785573352613608900,1.9761439941913743e-17
6,1,3794,53404994776115852100,7.10604366853019e-17
6,2,163,16483023079048102500,9.939158602751786e-18
6,3,0,4857445984927644900,
6,4,0,1361429497505672100,
6,5,0,361297635242552100,
6,6,0,90324408810638025,
6,7,0,21147754404155625,
6,8,0,4605510959127225,
6,9,0,925483177280025,
6,10,0,169986706031025,
6,11,0,28214528710225,
6,12,0,4173746850625,
6,13,0,540917591841,
6,14,0,60101954649,
6,15,0,5567099769,
6,16,0,414081801,
6,17,0,23474025,
6,18,0,938961,
6,19,0,23409,
6,20,0,289,
6,21,0,1,
7,0,0,31001538917654553600,
7,1,0,10549134770590785600,
7,2,0,3444615435294950400,
7,3,0,1075697380745222400,
7,4,0,320042195924198400,
7,5,0,90324408810638025,
7,6,0,24061445010950400,
7,7,0,6015361252737600,
7,8,0,1401915345465600,
7,9,0,302198588499600,
7,10,0,59693548345600,
7,11,0,10684791937600,
7,12,0,1709566710016,
7,13,0,240407818596,
7,14,0,29085255936,
7,15,0,2944581696,
7,16,0,240374016,
7,17,0,15023376,
7,18,0,665856,
7,19,0,18496,
7,20,0,256,
7,21,0,1,
8,0,0,5382211617648360000,
8,1,0,1937596182353409600,
8,2,0,670448506004640000,
8,3,0,222251524947360000,
8,4,0,70321771565375625,
8,5,0,21147754404155625,
8,6,0,6015361252737600,
8,7,0,1609341595560000,
8,8,0,402335398890000,
8,9,0,93271169290000,
8,10,0,19868414760000,
8,11,0,3846525097536,
8,12,0,667799496100,
8,13,0,102252852900,
8,14,0,13521038400,
8,15,0,1502337600,
8,16,0,135210384,
8,17,0,9363600,
8,18,0,462400,
8,19,0,14400,
8,20,0,225,
8,21,0,1,
9,0,0,861153858823737600,
9,1,0,328519767942273600,
9,2,0,120668417976960000,
9,3,0,42540330946955625,
9,4,0,14342421672022500,
9,5,0,4605510959127225,
9,6,0,1401915345465600,
9,7,0,402335398890000,
9,8,0,108172480360000,
9,9,0,27043120090000,
9,10,0,6230734868736,
9,11,0,1308887012356,
9,12,0,247426656400,
9,13,0,41408180100,
9,14,0,6009350400,
9,15,0,736145424,
9,16,0,73410624,
9,17,0,5664400,
9,18,0,313600,
9,19,0,11025,
9,20,0,196,
9,21,0,1,
10,0,0,125895330571982400,
10,1,0,50982406595265600,
10,2,0,19915002576275625,
10,3,0,7481077970900625,
10,4,0,2693188069524225,
10,5,0,925483177280025,
10,6,0,302198588499600,
10,7,0,93271169290000,
10,8,0,27043120090000,
10,9,0,7312459672336,
10,10,0,1828114918084,
10,11,0,418151049316,
10,12,0,86394844900,
10,13,0,15868440900,
10,14,0,2538950544,
10,15,0,344622096,
10,16,0,38291344,
10,17,0,3312400,
10,18,0,207025,
10,19,0,8281,
10,20,0,169,
10,21,0,1,
11,0,0,16647316439270400,
11,1,0,7169400927459225,
11,2,0,2984141905290000,
11,3,0,1196972475344100,
11,4,0,461140406672400,
11,5,0,169986706031025,
11,6,0,59693548345600,
11,7,0,19868414760000,
11,8,0,6230734868736,
11,9,0,1828114918084,
11,10,0,497634306624,
11,11,0,124408576656,
11,12,0,28210561600,
11,13,0,5712638724,
11,14,0,1012766976,
11,15,0,153165376,
11,16,0,19079424,
11,17,0,1863225,
11,18,0,132496,
11,19,0,6084,
11,20,0,144,
11,21,0,1,
12,0,0,1967114540187225,
12,1,0,902702926350225,
12,2,0,401201300600100,
12,3,0,172216016072100,
12,4,0,71170904601225,
12,5,0,28214528710225,
12,6,0,10684791937600,
12,7,0,3846525097536,
12,8,0,1308887012356,
12,9,0,418151049316,
12,10,0,124408576656,
12,11,0,34134779536,
12,12,0,8533694884,
12,13,0,1914762564,
12,14,0,378224704,
12,15,0,64128064,
12,16,0,9018009,
12,17,0,1002001,
12,18,0,81796,
12,19,0,4356,
12,20,0,121,
12,21,0,1,
13,0,0,204694541122500,
13,1,0,100300325150025,
13,2,0,47705267610000,
13,3,0,21966328580625,
13,4,0,9762812702500,
13,5,0,4173746850625,
13,6,0,1709566710016,
13,7,0,667799496100,
13,8,0,247426656400,
13,9,0,86394844900,
13,10,0,28210561600,
13,11,0,8533694884,
13,12,0,2363904400,
13,13,0,590976100,
13,14,0,130873600,
13,15,0,25050025,
13,16,0,4008004,
13,17,0,511225,
13,18,0,48400,
13,19,0,3025,
13,20,0,100,
13,21,0,1,
14,0,0,18422508701025,
14,1,0,9660316691025,
14,2,0,4928733005625,
14,3,0,2440703175625,
14,4,0,1169804480625,
14,5,0,540917591841,
14,6,0,240407818596,
14,7,0,102252852900,
14,8,0,41408180100,
14,9,0,15868440900,
14,10,0,5712638724,
14,11,0,1914762564,
14,12,0,590976100,
14,13,0,165636900,
14,14,0,41409225,
14,15,0,9018009,
14,16,0,1656369,
14,17,0,245025,
14,18,0,27225,
14,19,0,2025,
14,20,0,81,
14,21,0,1,
15,0,0,1401950721600,
15,1,0,788597280900,
15,2,0,432700840000,
15,3,0,231072490000,
15,4,0,119787978816,
15,5,0,60101954649,
15,6,0,29085255936,
15,7,0,13521038400,
15,8,0,6009350400,
15,9,0,2538950544,
15,10,0,1012766976,
15,11,0,378224704,
15,12,0,130873600,
15,13,0,41409225,
15,14,0,11778624,
15,15,0,2944656,
15,16,0,627264,
15,17,0,108900,
15,18,0,14400,
15,19,0,1296,
15,20,0,64,
15,21,0,1,
16,0,0,87621920100,
16,1,0,53005852900,
16,2,0,31364410000,
16,3,0,18116083216,
16,4,0,10190296809,
16,5,0,5567099769,
16,6,0,2944581696,
16,7,0,1502337600,
16,8,0,736145424,
16,9,0,344622096,
16,10,0,153165376,
16,11,0,64128064,
16,12,0,25050025,
16,13,0,9018009,
16,14,0,2944656,
16,15,0,853776,
16,16,0,213444,
16,17,0,44100,
16,18,0,7056,
16,19,0,784,
16,20,0,49,
16,21,0,1,
17,0,0,4327008400,
17,1,0,2822796900,
17,2,0,1806590016,
17,3,0,1132255201,
17,4,0,693479556,
17,5,0,414081801,
17,6,0,240374016,
17,7,0,135210384,
17,8,0,73410624,
17,9,0,38291344,
17,10,0,19079424,
17,11,0,9018009,
17,12,0,4008004,
17,13,0,1656369,
17,14,0,627264,
17,15,0,213444,
17,16,0,63504,
17,17,0,15876,
17,18,0,3136,
17,19,0,441,
17,20,0,36,
17,21,0,1,
18,0,0,160022500,
18,1,0,112911876,
18,2,0,78411025,
18,3,0,53509225,
18,4,0,35820225,
18,5,0,23474025,
18,6,0,15023376,
18,7,0,9363600,
18,8,0,5664400,
18,9,0,3312400,
18,10,0,1863225,
18,11,0,1002001,
18,12,0,511225,
18,13,0,245025,
18,14,0,108900,
18,15,0,44100,
18,16,0,15876,
18,17,0,4900,
18,18,0,1225,
18,19,0,225,
18,20,0,25,
18,21,0,1,
19,0,0,4096576,
19,1,0,3136441,
19,2,0,2371600,
19,3,0,1768900,
19,4,0,1299600,
19,5,0,938961,
19,6,0,665856,
19,7,0,462400,
19,8,0,313600,
19,9,0,207025,
19,10,0,132496,
19,11,0,81796,
19,12,0,48400,
19,13,0,27225,
19,14,0,14400,
19,15,0,7056,
19,16,0,3136,
19,17,0,1225,
19,18,0,400,
19,19,0,100,
19,20,0,16,
19,21,0,1,
20,0,0,64009,
20,1,0,53361,
20,2,0,44100,
20,3,0,36100,
20,4,0,29241,
20,5,0,23409,
20,6,0,18496,
20,7,0,14400,
20,8,0,11025,
20,9,0,8281,
20,10,0,6084,
20,11,0,4356,
20,12,0,3025,
20,13,0,2025,
20,14,0,1296,
20,15,0,784,
20,16,0,441,
20,17,0,225,
20,18,0,100,
20,19,0,36,
20,20,0,9,
20,21,0,1,
21,0,0,484,
21,1,0,441,
21,2,0,400,
21,3,0,361,
21,4,0,324,
21,5,0,289,
21,6,0,256,
21,7,0,225,
21,8,0,196,
21,9,0,169,
21,10,0,144,
21,11,0,121,
21,12,0,100,
21,13,0,81,
21,14,0,64,
21,15,0,49,
21,16,0,36,
21,17,0,25,
21,18,0,16,
21,19,0,9,
21,20,0,4,
21,21,0,1,
22,0,0,1,
22,1,0,1,
22,2,0,1,
22,3,0,1,
22,4,0,1,
22,5,0,1,
22,6,0,1,
22,7,0,1,
22,8,0,1,
22,9,0,1,
22,10,0,1,
22,11,0,1,
22,12,0,1,
22,13,0,1,
22,14,0,1,
22,15,0,1,
22,16,0,1,
22,17,0,1,
22,18,0,1,
22,19,0,1,
22,20,0,1,
22,21,0,1,
