i,j,n_valid,denominator,fraction
5,12,0,4356,
5,13,0,121,
5,14,0,1,
6,0,31,667799496100,4.738402323072531e-11
6,1,31,247426656400,1.2870368819952011e-10
6,2,9,86394844900,1.0430830354176093e-10
6,3,0,28210561600,
6,4,0,8533694884,
6,5,0,2363904400,
6,6,0,590976100,
6,7,0,130873600,
6,8,0,25050025,
6,9,0,4008004,
6,10,0,511225,
6,11,0,48400,
6,12,0,3025,
6,13,0,100,
6,14,0,1,
7,0,0,102252852900,
7,1,0,41408180100,
7,2,0,15868440900,
7,3,0,5712638724,
7,4,0,1914762564,
7,5,0,590976100,
7,6,0,165636900,
7,7,0,41409225,
7,8,0,9018009,
7,9,0,1656369,
7,10,0,245025,
7,11,0,27225,
7,12,0,2025,
7,13,0,81,
7,14,0,1,
8,0,0,13521038400,
8,1,0,6009350400,
8,2,0,2538950544,
8,3,0,1012766976,
8,4,0,378224704,
8,5,0,130873600,
8,6,0,41409225,
8,7,0,11778624,
8,8,0,2944656,
8,9,0,627264,
8,10,0,108900,
8,11,0,14400,
8,12,0,1296,
8,13,0,64,
8,14,0,1,
9,0,0,1502337600,
9,1,0,736145424,
9,2,0,344622096,
9,3,0,153165376,
9,4,0,64128064,
9,5,0,25050025,
9,6,0,9018009,
9,7,0,2944656,
9,8,0,853776,
9,9,0,213444,
9,10,0,44100,
9,11,0,7056,
9,12,0,784,
9,13,0,49,
9,14,0,1,
10,0,0,135210384,
10,1,0,73410624,
10,2,0,38291344,
10,3,0,19079424,
10,4,0,9018009,
10,5,0,4008004,
10,6,0,1656369,
10,7,0,627264,
10,8,0,213444,
10,9,0,63504,
10,10,0,15876,
10,11,0,3136,
10,12,0,441,
10,13,0,36,
10,14,0,1,
11,0,0,9363600,
11,1,0,5664400,
11,2,0,3312400,
11,3,0,1863225,
11,4,0,1002001,
11,5,0,511225,
11,6,0,245025,
11,7,0,108900,
11,8,0,44100,
11,9,0,15876,
11,10,0,4900,
11,11,0,1225,
11,12,0,225,
11,13,0,25,
11,14,0,1,
12,0,0,462400,
12,1,0,313600,
12,2,0,207025,
12,3,0,132496,
12,4,0,81796,
12,5,0,48400,
12,6,0,27225,
12,7,0,14400,
12,8,0,7056,
12,9,0,3136,
12,10,0,1225,
12,11,0,400,
12,12,0,100,
12,13,0,16,
12,14,0,1,
13,0,0,14400,
13,1,0,11025,
13,2,0,8281,
13,3,0,6084,
13,4,0,4356,
13,5,0,3025,
13,6,0,2025,
13,7,0,1296,
13,8,0,784,
13,9,0,441,
13,10,0,225,
13,11,0,100,
13,12,0,36,
13,13,0,9,
13,14,0,1,
14,0,0,225,
14,1,0,196,
14,2,0,169,
14,3,0,144,
14,4,0,121,
14,5,0,100,
14,6,0,81,
14,7,0,64,
14,8,0,49,
14,9,0,36,
14,10,0,25,
14,11,0,16,
14,12,0,9,
14,13,0,4,
14,14,0,1,
15,0,0,1,
15,1,0,1,
15,2,0,1,
15,3,0,1,
15,4,0,1,
15,5,0,1,
15,6,0,1,
15,7,0,1,
15,8,0,1,
15,9,0,1,
15,10,0,1,
15,11,0,1,
15,12,0,1,
15,13,0,1,
15,14,0,1,
