i,j,n_valid,denominator,fraction
0,0,5065536339995,3994910354990056846762703376,1.267997499285064e-15
0,1,1215222378941,958379160547385565903922176,1.267997499285064e-15
0,2,58489201618,220044520802763439393739076,2.658062168723277e-16
0,3,3969934871,48212561370999323072236176,8.234233482774981e-17
0,4,4828069940,10048081079683696349175876,4.80496713923917e-16
0,5,14137509,1984806139196779525763136,7.122866910973358e-18
0,6,0,370100731534110231818436,
0,7,0,64852697142807850248336,
0,8,0,10624960019428270250436,
0,9,0,1618078384874263643136,
0,10,0,227542272872943324816,
0,11,0,29321686708150487616,
0,12,0,3431693250469136016,
0,13,0,360967003701647616,
0,14,0,33701394635724816,
0,15,0,2751134255977536,
0,16,0,192769787832336,
0,17,0,11328986612736,
0,18,0,542109710961,
0,19,0,20307960036,
0,20,0,564110001,
0,21,0,10732176,
0,22,0,123201,
0,23,0,676,
0,24,0,1,
1,0,1318600671593,1039907943302284685225610000,1.267997499285064e-15
1,1,337059940814,259976985825571171306402500,1.2964991487396738e-15
1,2,12318272218,62257956315856563884602500,1.9785860230010719e-16
1,3,748009567,14240477720640159225022500,5.252699958834009e-17
1,4,770284596,3101259592494968009004900,2.4837798111322865e-16
1,5,8283572,640756114151852894422500,1.29278092801142e-17
1,6,0,125101653439058353102500,
1,7,0,22977854713296432202500,
1,8,0,3950386681821932722500,
1,9,0,632061869091509235600,
1,10,0,93500276492826810000,
1,11,0,12691173263569290000,
1,12,0,1566697064677290000,
1,13,0,174077451630810000,
1,14,0,17194589099859600,
1,15,0,1487421202410000,
1,16,0,110634634890000,
1,17,0,6914664680625,
1,18,0,352568750625,
1,19,0,14102750025,
1,20,0,419225625,
1,21,0,8555625,
1,22,0,105625,
1,23,0,625,
1,24,0,1,
2,0,337059940814,259976985825571171306402500,1.2964991487396738e-15
2,1,92661867800,67789381546187865401760000,1.3669082928110515e-15
2,2,5492548180,16947345386546966350440000,3.240948983813593e-16
2,3,174304049,4050624773870978624006400,4.303139873471739e-17
2,4,531993771,922688804378668167968400,5.765690112591053e-16
2,5,450544,199608178340436596640000,2.2571420828411595e-18
2,6,0,40849519490304768360000,
2,7,0,7873435047506689440000,
2,8,0,1422139205455895780100,
2,9,0,239360707821636633600,
2,10,0,37296509182734240000,
2,11,0,5339748575468160000,
2,12,0,696309806523240000,
2,13,0,81851928277017600,
2,14,0,8567546125881600,
2,15,0,786735181440000,
2,16,0,62231982125625,
2,17,0,4144481640000,
2,18,0,225644000400,
2,19,0,9658958400,
2,20,0,308002500,
2,21,0,6760000,
2,22,0,90000,
2,23,0,576,
2,24,0,1,
3,0,14153202990,62257956315856563884602500,2.2733163482947627e-16
