i,j,n_valid,denominator,fraction
0,0,13929282642,4750416376930772648100,2.9322235224843186e-12
0,1,3306029608,1127482124965160372100,2.9322235224843186e-12
0,2,263557767,252980753801047064100,1.0418095589171566e-12
0,3,25187182,53404994776115852100,4.71625963570073e-13
0,4,11121125,10549134770590785600,1.05422157291236e-12
0,5,94649,1937596182353409600,4.884896680959101e-14
0,6,0,328519767942273600,
0,7,0,50982406595265600,
0,8,0,7169400927459225,
0,9,0,902702926350225,
0,10,0,100300325150025,
0,11,0,9660316691025,
0,12,0,788597280900,
0,13,0,53005852900,
0,14,0,2822796900,
0,15,0,112911876,
0,16,0,3136441,
0,17,0,53361,
0,18,0,441,
0,19,0,1,
1,0,3663190701,1249287673091590440000,2.9322235224843186e-12
1,1,923388576,312321918272897610000,2.956528256809014e-12
1,2,63770222,73916947787011560000,8.627280299935876e-13
1,3,6314336,16483023079048102500,3.830812218862018e-13
1,4,2924963,3444615435294950400,8.491406966696712e-13
1,5,64001,670448506004640000,9.546019972808346e-14
1,6,0,120668417976960000,
1,7,0,19915002576275625,
1,8,0,2984141905290000,
1,9,0,401201300600100,
1,10,0,47705267610000,
1,11,0,4928733005625,
1,12,0,432700840000,
1,13,0,31364410000,
1,14,0,1806590016,
1,15,0,78411025,
1,16,0,2371600,
1,17,0,44100,
1,18,0,400,
1,19,0,1,
2,0,923388576,312321918272897610000,2.956528256809014e-12
2,1,251666786,82358080713306090000,3.0557631305102112e-12
2,2,22916776,20589520178326522500,1.1130311341076134e-12
2,3,1490062,4857445984927644900,3.0675833360487556e-13
2,4,1445710,1075697380745222400,1.343975195172831e-12
2,5,7963,222251524947360000,3.583010771400064e-14
2,6,0,42540330946955625,
2,7,0,7481077970900625,
2,8,0,1196972475344100,
2,9,0,172216016072100,
2,10,0,21966328580625,
2,11,0,2440703175625,
2,12,0,231072490000,
2,13,0,18116083216,
2,14,0,1132255201,
2,15,0,53509225,
2,16,0,1768900,
2,17,0,36100,
2,18,0,361,
2,19,0,1,
3,0,67296978,73916947787011560000,9.104404370316136e-13
3,1,13850630,20589520178326522500,6.727029065654273e-13
3,2,4116659,5445717990022688400,7.559443682658828e-13
3,3,214799,1361429497505672100,1.5777491553265562e-13
3,4,81988,320042195924198400,2.5618053559520715e-13
3,5,141,70321771565375625,2.0154444568083803e-15
3,6,0,14342421672022500,
3,7,0,2693188069524225,
3,8,0,461140406672400,
3,9,0,71170904601225,
3,10,0,9762812702500,
3,11,0,1169804480625,
3,12,0,119787978816,
3,13,0,10190296809,
3,14,0,693479556,
3,15,0,35820225,
3,16,0,1299600,
3,17,0,29241,
3,18,0,324,
3,19,0,1,
4,0,13677084,16483023079048102500,8.297679604760205e-13
4,1,2796469,4857445984927644900,5.757077185851411e-13
4,2,593539,1361429497505672100,4.3596784152753016e-13
4,3,52854,361297635242552100,1.4629087521910282e-13
4,4,3199,90324408810638025,3.542240857663512e-14
4,5,0,21147754404155625,
4,6,0,4605510959127225,
4,7,0,925483177280025,
4,8,0,169986706031025,
4,9,0,28214528710225,
4,10,0,4173746850625,
4,11,0,540917591841,
4,12,0,60101954649,
4,13,0,5567099769,
4,14,0,414081801,
4,15,0,23474025,
4,16,0,938961,
4,17,0,23409,
4,18,0,289,
4,19,0,1,
5,0,1309080,3444615435294950400,3.800367661952793e-13
5,1,357649,1075697380745222400,3.324811464432767e-13
5,2,41338,320042195924198400,1.2916545936563936e-13
5,3,11841,90324408810638025,1.3110074565636456e-13
5,4,0,24061445010950400,
5,5,0,6015361252737600,
5,6,0,1401915345465600,
5,7,0,302198588499600,
5,8,0,59693548345600,
5,9,0,10684791937600,
5,10,0,1709566710016,
5,11,0,240407818596,
5,12,0,29085255936,
5,13,0,2944581696,
5,14,0,240374016,
5,15,0,15023376,
5,16,0,665856,
5,17,0,18496,
