i,j,n_valid,denominator,fraction
5,18,0,256,
5,19,0,1,
6,0,881,670448506004640000,1.3140817985187292e-15
6,1,969,222251524947360000,4.361313793636889e-15
6,2,70,70321771565375625,1.007722228404217e-15
6,3,0,21147754404155625,
6,4,0,6015361252737600,
6,5,0,1609341595560000,
6,6,0,402335398890000,
6,7,0,93271169290000,
6,8,0,19868414760000,
6,9,0,3846525097536,
6,10,0,667799496100,
6,11,0,102252852900,
6,12,0,13521038400,
6,13,0,1502337600,
6,14,0,135210384,
6,15,0,9363600,
6,16,0,462400,
6,17,0,14400,
6,18,0,225,
6,19,0,1,
7,0,0,120668417976960000,
7,1,0,42540330946955625,
7,2,0,14342421672022500,
7,3,0,4605510959127225,
7,4,0,1401915345465600,
7,5,0,402335398890000,
7,6,0,108172480360000,
7,7,0,27043120090000,
7,8,0,6230734868736,
7,9,0,1308887012356,
7,10,0,247426656400,
7,11,0,41408180100,
7,12,0,6009350400,
7,13,0,736145424,
7,14,0,73410624,
7,15,0,5664400,
7,16,0,313600,
7,17,0,11025,
7,18,0,196,
7,19,0,1,
8,0,0,19915002576275625,
8,1,0,7481077970900625,
8,2,0,2693188069524225,
8,3,0,925483177280025,
8,4,0,302198588499600,
8,5,0,93271169290000,
8,6,0,27043120090000,
8,7,0,7312459672336,
8,8,0,1828114918084,
8,9,0,418151049316,
8,10,0,86394844900,
8,11,0,15868440900,
8,12,0,2538950544,
8,13,0,344622096,
8,14,0,38291344,
8,15,0,3312400,
8,16,0,207025,
8,17,0,8281,
8,18,0,169,
8,19,0,1,
9,0,0,2984141905290000,
9,1,0,1196972475344100,
9,2,0,461140406672400,
9,3,0,169986706031025,
9,4,0,59693548345600,
9,5,0,19868414760000,
9,6,0,6230734868736,
9,7,0,1828114918084,
9,8,0,497634306624,
9,9,0,124408576656,
9,10,0,28210561600,
9,11,0,5712638724,
9,12,0,1012766976,
9,13,0,153165376,
9,14,0,19079424,
9,15,0,1863225,
9,16,0,132496,
9,17,0,6084,
9,18,0,144,
9,19,0,1,
10,0,0,401201300600100,
10,1,0,172216016072100,
10,2,0,71170904601225,
10,3,0,28214528710225,
10,4,0,10684791937600,
10,5,0,3846525097536,
10,6,0,1308887012356,
10,7,0,418151049316,
10,8,0,124408576656,
10,9,0,34134779536,
10,10,0,8533694884,
10,11,0,1914762564,
10,12,0,378224704,
10,13,0,64128064,
10,14,0,9018009,
10,15,0,1002001,
10,16,0,81796,
10,17,0,4356,
10,18,0,121,
10,19,0,1,
11,0,0,47705267610000,
11,1,0,21966328580625,
11,2,0,9762812702500,
11,3,0,4173746850625,
11,4,0,1709566710016,
11,5,0,667799496100,
11,6,0,247426656400,
11,7,0,86394844900,
11,8,0,28210561600,
11,9,0,8533694884,
11,10,0,2363904400,
11,11,0,590976100,
11,12,0,130873600,
11,13,0,25050025,
11,14,0,4008004,
11,15,0,511225,
11,16,0,48400,
11,17,0,3025,
11,18,0,100,
11,19,0,1,
12,0,0,4928733005625,
12,1,0,2440703175625,
12,2,0,1169804480625,
12,3,0,540917591841,
12,4,0,240407818596,
12,5,0,102252852900,
12,6,0,41408180100,
12,7,0,15868440900,
12,8,0,5712638724,
12,9,0,1914762564,
12,10,0,590976100,
12,11,0,165636900,
12,12,0,41409225,
12,13,0,9018009,
12,14,0,1656369,
12,15,0,245025,
12,16,0,27225,
12,17,0,2025,
12,18,0,81,
12,19,0,1,
13,0,0,432700840000,
13,1,0,231072490000,
13,2,0,119787978816,
13,3,0,60101954649,
13,4,0,29085255936,
13,5,0,13521038400,
13,6,0,6009350400,
13,7,0,2538950544,
13,8,0,1012766976,
13,9,0,378224704,
13,10,0,130873600,
13,11,0,41409225,
13,12,0,11778624,
13,13,0,2944656,
13,14,0,627264,
13,15,0,108900,
13,16,0,14400,
13,17,0,1296,
13,18,0,64,
13,19,0,1,
14,0,0,31364410000,
14,1,0,18116083216,
14,2,0,10190296809,
14,3,0,5567099769,
14,4,0,2944581696,
14,5,0,1502337600,
14,6,0,736145424,
14,7,0,344622096,
14,8,0,153165376,
14,9,0,64128064,
14,10,0,25050025,
14,11,0,9018009,
14,12,0,2944656,
14,13,0,853776,
14,14,0,213444,
14,15,0,44100,
14,16,0,7056,
14,17,0,784,
14,18,0,49,
14,19,0,1,
15,0,0,1806590016,
15,1,0,1132255201,
15,2,0,693479556,
15,3,0,414081801,
15,4,0,240374016,
15,5,0,135210384,
15,6,0,73410624,
15,7,0,38291344,
15,8,0,19079424,
15,9,0,9018009,
15,10,0,4008004,
15,11,0,1656369,
15,12,0,627264,
15,13,0,213444,
15,14,0,63504,
15,15,0,15876,
15,16,0,3136,
15,17,0,441,
15,18,0,36,
15,19,0,1,
16,0,0,78411025,
16,1,0,53509225,
16,2,0,35820225,
16,3,0,23474025,
16,4,0,15023376,
16,5,0,9363600,
16,6,0,5664400,
16,7,0,3312400,
16,8,0,1863225,
16,9,0,1002001,
16,10,0,511225,
16,11,0,245025,
16,12,0,108900,
16,13,0,44100,
16,14,0,15876,
16,15,0,4900,
16,16,0,1225,
16,17,0,225,
16,18,0,25,
16,19,0,1,
17,0,0,2371600,
17,1,0,1768900,
17,2,0,1299600,
17,3,0,938961,
17,4,0,665856,
17,5,0,462400,
17,6,0,313600,
17,7,0,207025,
17,8,0,132496,
17,9,0,81796,
17,10,0,48400,
17,11,0,27225,
17,12,0,14400,
17,13,0,7056,
17,14,0,3136,
17,15,0,1225,
17,16,0,400,
17,17,0,100,
17,18,0,16,
17,19,0,1,
18,0,0,44100,
18,1,0,36100,
18,2,0,29241,
18,3,0,23409,
18,4,0,18496,
18,5,0,14400,
18,6,0,11025,
18,7,0,8281,
18,8,0,6084,
18,9,0,4356,
18,10,0,3025,
18,11,0,2025,
18,12,0,1296,
18,13,0,784,
18,14,0,441,
18,15,0,225,
18,16,0,100,
18,17,0,36,
18,18,0,9,
18,19,0,1,
19,0,0,400,
19,1,0,361,
19,2,0,324,
19,3,0,289,
19,4,0,256,
19,5,0,225,
19,6,0,196,
19,7,0,169,
19,8,0,144,
19,9,0,121,
19,10,0,100,
19,11,0,81,
19,12,0,64,
19,13,0,49,
19,14,0,36,
19,15,0,25,
19,16,0,16,
19,17,0,9,
19,18,0,4,
19,19,0,1,
20,0,0,1,
20,1,0,1,
20,2,0,1,
20,3,0,1,
20,4,0,1,
20,5,0,1,
20,6,0,1,
20,7,0,1,
20,8,0,1,
20,9,0,1,
20,10,0,1,
20,11,0,1,
20,12,0,1,
20,13,0,1,
20,14,0,1,
20,15,0,1,
20,16,0,1,
20,17,0,1,
20,18,0,1,
20,19,0,1,
