i,j,n_valid,denominator,fraction
3,6,0,222251524947360000,
3,7,0,42540330946955625,
3,8,0,7481077970900625,
3,9,0,1196972475344100,
3,10,0,172216016072100,
3,11,0,21966328580625,
3,12,0,2440703175625,
3,13,0,231072490000,
3,14,0,18116083216,
3,15,0,1132255201,
3,16,0,53509225,
3,17,0,1768900,
3,18,0,36100,
3,19,0,361,
3,20,0,1,
4,0,41320412,252980753801047064100,1.633342128079068e-13
4,1,7659056,73916947787011560000,1.036170608240647e-13
4,2,1610929,20589520178326522500,7.824025148399614e-14
4,3,138041,5445717990022688400,2.534855933994754e-14
4,4,7470,1361429497505672100,5.487397429263597e-15
4,5,0,320042195924198400,
4,6,0,70321771565375625,
4,7,0,14342421672022500,
4,8,0,2693188069524225,
4,9,0,461140406672400,
4,10,0,71170904601225,
4,11,0,9762812702500,
4,12,0,1169804480625,
4,13,0,119787978816,
4,14,0,10190296809,
4,15,0,693479556,
4,16,0,35820225,
4,17,0,1299600,
4,18,0,29241,
4,19,0,324,
4,20,0,1,
5,0,4072310,53404994776115852100,7.625337200411146e-14
5,1,980011,16483023079048102500,5.945582155840838e-14
5,2,98844,4857445984927644900,2.0349035934049347e-14
5,3,31453,1361429497505672100,2.3103359956562395e-14
5,4,0,361297635242552100,
5,5,0,90324408810638025,
5,6,0,21147754404155625,
5,7,0,4605510959127225,
5,8,0,925483177280025,
5,9,0,169986706031025,
5,10,0,28214528710225,
5,11,0,4173746850625,
5,12,0,540917591841,
5,13,0,60101954649,
5,14,0,5567099769,
5,15,0,414081801,
5,16,0,23474025,
5,17,0,938961,
5,18,0,23409,
5,19,0,289,
5,20,0,1,
6,0,1699,10549134770590785600,1.611463575144963e-16
6,1,1917,3444615435294950400,5.567017717750394e-16
6,2,107,1075697380745222400,1.0007952365807889e-16
6,3,0,320042195924198400,
6,4,0,90324408810638025,
6,5,0,24061445010950400,
6,6,0,6015361252737600,
6,7,0,1401915345465600,
6,8,0,302198588499600,
6,9,0,59693548345600,
6,10,0,10684791937600,
6,11,0,1709566710016,
6,12,0,240407818596,
6,13,0,29085255936,
6,14,0,2944581696,
6,15,0,240374016,
6,16,0,15023376,
6,17,0,665856,
6,18,0,18496,
6,19,0,256,
6,20,0,1,
7,0,0,1937596182353409600,
7,1,0,670448506004640000,
7,2,0,222251524947360000,
7,3,0,70321771565375625,
7,4,0,21147754404155625,
7,5,0,6015361252737600,
7,6,0,1609341595560000,
7,7,0,402335398890000,
7,8,0,93271169290000,
7,9,0,19868414760000,
7,10,0,3846525097536,
7,11,0,667799496100,
7,12,0,102252852900,
7,13,0,13521038400,
7,14,0,1502337600,
7,15,0,135210384,
7,16,0,9363600,
7,17,0,462400,
7,18,0,14400,
7,19,0,225,
7,20,0,1,
8,0,0,328519767942273600,
8,1,0,120668417976960000,
8,2,0,42540330946955625,
8,3,0,14342421672022500,
8,4,0,4605510959127225,
8,5,0,1401915345465600,
8,6,0,402335398890000,
8,7,0,108172480360000,
8,8,0,27043120090000,
8,9,0,6230734868736,
8,10,0,1308887012356,
8,11,0,247426656400,
8,12,0,41408180100,
8,13,0,6009350400,
8,14,0,736145424,
8,15,0,73410624,
8,16,0,5664400,
8,17,0,313600,
8,18,0,11025,
8,19,0,196,
8,20,0,1,
9,0,0,50982406595265600,
9,1,0,19915002576275625,
9,2,0,7481077970900625,
9,3,0,2693188069524225,
9,4,0,925483177280025,
9,5,0,302198588499600,
9,6,0,93271169290000,
9,7,0,27043120090000,
9,8,0,7312459672336,
9,9,0,1828114918084,
9,10,0,418151049316,
9,11,0,86394844900,
9,12,0,15868440900,
9,13,0,2538950544,
9,14,0,344622096,
9,15,0,38291344,
9,16,0,3312400,
9,17,0,207025,
9,18,0,8281,
9,19,0,169,
9,20,0,1,
10,0,0,7169400927459225,
10,1,0,2984141905290000,
10,2,0,1196972475344100,
10,3,0,461140406672400,
10,4,0,169986706031025,
10,5,0,59693548345600,
10,6,0,19868414760000,
10,7,0,6230734868736,
10,8,0,1828114918084,
10,9,0,497634306624,
10,10,0,124408576656,
10,11,0,28210561600,
10,12,0,5712638724,
10,13,0,1012766976,
10,14,0,153165376,
10,15,0,19079424,
10,16,0,1863225,
10,17,0,132496,
10,18,0,6084,
10,19,0,144,
10,20,0,1,
11,0,0,902702926350225,
11,1,0,401201300600100,
11,2,0,172216016072100,
11,3,0,71170904601225,
11,4,0,28214528710225,
11,5,0,10684791937600,
11,6,0,3846525097536,
11,7,0,1308887012356,
11,8,0,418151049316,
11,9,0,124408576656,
11,10,0,34134779536,
11,11,0,8533694884,
11,12,0,1914762564,
11,13,0,378224704,
11,14,0,64128064,
11,15,0,9018009,
11,16,0,1002001,
11,17,0,81796,
11,18,0,4356,
11,19,0,121,
11,20,0,1,
12,0,0,100300325150025,
12,1,0,47705267610000,
12,2,0,21966328580625,
12,3,0,9762812702500,
12,4,0,4173746850625,
12,5,0,1709566710016,
12,6,0,667799496100,
12,7,0,247426656400,
12,8,0,86394844900,
12,9,0,28210561600,
12,10,0,8533694884,
12,11,0,2363904400,
12,12,0,590976100,
12,13,0,130873600,
12,14,0,25050025,
12,15,0,4008004,
12,16,0,511225,
12,17,0,48400,
12,18,0,3025,
12,19,0,100,
12,20,0,1,
13,0,0,9660316691025,
13,1,0,4928733005625,
13,2,0,2440703175625,
13,3,0,1169804480625,
13,4,0,540917591841,
13,5,0,240407818596,
13,6,0,102252852900,
13,7,0,41408180100,
13,8,0,15868440900,
13,9,0,5712638724,
13,10,0,1914762564,
13,11,0,590976100,
13,12,0,165636900,
13,13,0,41409225,
13,14,0,9018009,
13,15,0,1656369,
13,16,0,245025,
13,17,0,27225,
13,18,0,2025,
13,19,0,81,
13,20,0,1,
14,0,0,788597280900,
14,1,0,432700840000,
14,2,0,231072490000,
14,3,0,119787978816,
14,4,0,60101954649,
14,5,0,29085255936,
14,6,0,13521038400,
14,7,0,6009350400,
14,8,0,2538950544,
14,9,0,1012766976,
14,10,0,378224704,
14,11,0,130873600,
14,12,0,41409225,
14,13,0,11778624,
14,14,0,2944656,
14,15,0,627264,
14,16,0,108900,
14,17,0,14400,
14,18,0,1296,
14,19,0,64,
14,20,0,1,
15,0,0,53005852900,
15,1,0,31364410000,
15,2,0,18116083216,
15,3,0,10190296809,
15,4,0,5567099769,
15,5,0,2944581696,
15,6,0,1502337600,
15,7,0,736145424,
15,8,0,344622096,
15,9,0,153165376,
15,10,0,64128064,
15,11,0,25050025,
15,12,0,9018009,
15,13,0,2944656,
15,14,0,853776,
15,15,0,213444,
15,16,0,44100,
15,17,0,7056,
15,18,0,784,
15,19,0,49,
15,20,0,1,
16,0,0,2822796900,
16,1,0,1806590016,
16,2,0,1132255201,
16,3,0,693479556,
16,4,0,414081801,
16,5,0,240374016,
16,6,0,135210384,
16,7,0,73410624,
16,8,0,38291344,
16,9,0,19079424,
16,10,0,9018009,
16,11,0,4008004,
16,12,0,1656369,
16,13,0,627264,
16,14,0,213444,
16,15,0,63504,
16,16,0,15876,
16,17,0,3136,
16,18,0,441,
16,19,0,36,
16,20,0,1,
17,0,0,112911876,
17,1,0,78411025,
17,2,0,53509225,
17,3,0,35820225,
17,4,0,23474025,
17,5,0,15023376,
17,6,0,9363600,
17,7,0,5664400,
17,8,0,3312400,
17,9,0,1863225,
17,10,0,1002001,
17,11,0,511225,
17,12,0,245025,
17,13,0,108900,
17,14,0,44100,
17,15,0,15876,
17,16,0,4900,
17,17,0,1225,
17,18,0,225,
17,19,0,25,
17,20,0,1,
18,0,0,3136441,
18,1,0,2371600,
18,2,0,1768900,
18,3,0,1299600,
18,4,0,938961,
18,5,0,665856,
18,6,0,462400,
18,7,0,313600,
18,8,0,207025,
18,9,0,132496,
18,10,0,81796,
18,11,0,48400,
18,12,0,27225,
18,13,0,14400,
18,14,0,7056,
18,15,0,3136,
18,16,0,1225,
18,17,0,400,
18,18,0,100,
18,19,0,16,
18,20,0,1,
19,0,0,53361,
19,1,0,44100,
19,2,0,36100,
19,3,0,29241,
19,4,0,23409,
19,5,0,18496,
19,6,0,14400,
19,7,0,11025,
19,8,0,8281,
19,9,0,6084,
19,10,0,4356,
19,11,0,3025,
19,12,0,2025,
19,13,0,1296,
19,14,0,784,
19,15,0,441,
19,16,0,225,
19,17,0,100,
19,18,0,36,
19,19,0,9,
19,20,0,1,
20,0,0,441,
20,1,0,400,
20,2,0,361,
20,3,0,324,
20,4,0,289,
20,5,0,256,
20,6,0,225,
20,7,0,196,
20,8,0,169,
20,9,0,144,
20,10,0,121,
20,11,0,100,
20,12,0,81,
20,13,0,64,
20,14,0,49,
20,15,0,36,
20,16,0,25,
20,17,0,16,
20,18,0,9,
20,19,0,4,
20,20,0,1,
21,0,0,1,
21,1,0,1,
21,2,0,1,
21,3,0,1,
21,4,0,1,
21,5,0,1,
21,6,0,1,
21,7,0,1,
21,8,0,1,
21,9,0,1,
21,10,0,1,
21,11,0,1,
21,12,0,1,
21,13,0,1,
21,14,0,1,
21,15,0,1,
21,16,0,1,
21,17,0,1,
21,18,0,1,
21,19,0,1,
21,20,0,1,
