i,j,n_valid,denominator,fraction
0,0,45113043874,72430384849166701328400,6.228469442531627e-13
0,1,10734811153,17235070755304390560000,6.228469442531627e-13
0,2,774361918,3888662839165553120100,1.9913321119934004e-13
0,3,69217974,828354214260117824400,8.356084053296369e-14
0,4,37517193,165785573352613608900,2.2629950482396753e-13
0,5,258820,31001538917654553600,8.348631111554216e-15
0,6,0,5382211617648360000,
0,7,0,861153858823737600,
0,8,0,125895330571982400,
0,9,0,16647316439270400,
0,10,0,1967114540187225,
0,11,0,204694541122500,
0,12,0,18422508701025,
0,13,0,1401950721600,
0,14,0,87621920100,
0,15,0,4327008400,
0,16,0,160022500,
0,17,0,4096576,
0,18,0,64009,
0,19,0,484,
0,20,0,1,
1,0,11835129297,19001665507723090592400,6.228469442531627e-13
1,1,2991656674,4750416376930772648100,6.297672533952977e-13
1,2,182003516,1127482124965160372100,1.6142474690179817e-13
1,3,16360504,252980753801047064100,6.467094543241755e-14
1,4,8908164,53404994776115852100,1.668039547689428e-13
1,5,169581,10549134770590785600,1.6075439608986896e-14
1,6,0,1937596182353409600,
1,7,0,328519767942273600,
1,8,0,50982406595265600,
1,9,0,7169400927459225,
1,10,0,902702926350225,
1,11,0,100300325150025,
1,12,0,9660316691025,
1,13,0,788597280900,
1,14,0,53005852900,
1,15,0,2822796900,
1,16,0,112911876,
1,17,0,3136441,
1,18,0,53361,
1,19,0,441,
1,20,0,1,
2,0,2991656674,4750416376930772648100,6.297672533952977e-13
2,1,816405796,1249287673091590440000,6.534970402060981e-13
2,2,68224875,312321918272897610000,2.1844408485967176e-13
2,3,3845370,73916947787011560000,5.202285572487024e-14
2,4,4698076,16483023079048102500,2.850252019132403e-13
2,5,17834,3444615435294950400,5.177382728642674e-15
2,6,0,670448506004640000,
2,7,0,120668417976960000,
2,8,0,19915002576275625,
2,9,0,2984141905290000,
2,10,0,401201300600100,
2,11,0,47705267610000,
2,12,0,4928733005625,
2,13,0,432700840000,
2,14,0,31364410000,
2,15,0,1806590016,
2,16,0,78411025,
2,17,0,2371600,
2,18,0,44100,
2,19,0,400,
2,20,0,1,
3,0,195363249,1127482124965160372100,1.7327392210676549e-13
3,1,38036322,312321918272897610000,1.2178563280116795e-13
3,2,11874971,82358080713306090000,1.4418708014389745e-13
3,3,535461,20589520178326522500,2.6006504772452916e-14
3,4,235020,4857445984927644900,4.8383646590935854e-14
3,5,215,1075697380745222400,2.0015904731615104e-16
