i,j,n_valid,denominator,fraction
7,13,0,4173746850625,
7,14,0,540917591841,
7,15,0,60101954649,
7,16,0,5567099769,
7,17,0,414081801,
7,18,0,23474025,
7,19,0,938961,
7,20,0,23409,
7,21,0,289,
7,22,0,1,
8,0,0,87688237145184057600,
8,1,0,31001538917654553600,
8,2,0,10549134770590785600,
8,3,0,3444615435294950400,
8,4,0,1075697380745222400,
8,5,0,320042195924198400,
8,6,0,90324408810638025,
8,7,0,24061445010950400,
8,8,0,6015361252737600,
8,9,0,1401915345465600,
8,10,0,302198588499600,
8,11,0,59693548345600,
8,12,0,10684791937600,
8,13,0,1709566710016,
8,14,0,240407818596,
8,15,0,29085255936,
8,16,0,2944581696,
8,17,0,240374016,
8,18,0,15023376,
8,19,0,665856,
8,20,0,18496,
8,21,0,256,
8,22,0,1,
9,0,0,14411872430727840000,
9,1,0,5382211617648360000,
9,2,0,1937596182353409600,
9,3,0,670448506004640000,
9,4,0,222251524947360000,
9,5,0,70321771565375625,
9,6,0,21147754404155625,
9,7,0,6015361252737600,
9,8,0,1609341595560000,
9,9,0,402335398890000,
9,10,0,93271169290000,
9,11,0,19868414760000,
9,12,0,3846525097536,
9,13,0,667799496100,
9,14,0,102252852900,
9,15,0,13521038400,
9,16,0,1502337600,
9,17,0,135210384,
9,18,0,9363600,
9,19,0,462400,
9,20,0,14400,
9,21,0,225,
9,22,0,1,
10,0,0,2179573299708840000,
10,1,0,861153858823737600,
10,2,0,328519767942273600,
10,3,0,120668417976960000,
10,4,0,42540330946955625,
10,5,0,14342421672022500,
10,6,0,4605510959127225,
10,7,0,1401915345465600,
10,8,0,402335398890000,
10,9,0,108172480360000,
10,10,0,27043120090000,
10,11,0,6230734868736,
10,12,0,1308887012356,
10,13,0,247426656400,
10,14,0,41408180100,
10,15,0,6009350400,
10,16,0,736145424,
10,17,0,73410624,
10,18,0,5664400,
10,19,0,313600,
10,20,0,11025,
10,21,0,196,
10,22,0,1,
11,0,0,300692153184321600,
11,1,0,125895330571982400,
11,2,0,50982406595265600,
11,3,0,19915002576275625,
11,4,0,7481077970900625,
11,5,0,2693188069524225,
11,6,0,925483177280025,
11,7,0,302198588499600,
11,8,0,93271169290000,
11,9,0,27043120090000,
11,10,0,7312459672336,
11,11,0,1828114918084,
11,12,0,418151049316,
11,13,0,86394844900,
11,14,0,15868440900,
11,15,0,2538950544,
11,16,0,344622096,
11,17,0,38291344,
11,18,0,3312400,
11,19,0,207025,
11,20,0,8281,
11,21,0,169,
11,22,0,1,
12,0,0,37456461988358400,
12,1,0,16647316439270400,
12,2,0,7169400927459225,
12,3,0,2984141905290000,
12,4,0,1196972475344100,
12,5,0,461140406672400,
12,6,0,169986706031025,
12,7,0,59693548345600,
12,8,0,19868414760000,
12,9,0,6230734868736,
12,10,0,1828114918084,
12,11,0,497634306624,
12,12,0,124408576656,
12,13,0,28210561600,
12,14,0,5712638724,
12,15,0,1012766976,
12,16,0,153165376,
12,17,0,19079424,
12,18,0,1863225,
12,19,0,132496,
12,20,0,6084,
12,21,0,144,
12,22,0,1,
13,0,0,4161829109817600,
13,1,0,1967114540187225,
13,2,0,902702926350225,
13,3,0,401201300600100,
13,4,0,172216016072100,
13,5,0,71170904601225,
13,6,0,28214528710225,
13,7,0,10684791937600,
13,8,0,3846525097536,
13,9,0,1308887012356,
13,10,0,418151049316,
13,11,0,124408576656,
13,12,0,34134779536,
13,13,0,8533694884,
13,14,0,1914762564,
13,15,0,378224704,
13,16,0,64128064,
13,17,0,9018009,
13,18,0,1002001,
13,19,0,81796,
13,20,0,4356,
13,21,0,121,
13,22,0,1,
14,0,0,406428624005625,
14,1,0,204694541122500,
14,2,0,100300325150025,
14,3,0,47705267610000,
14,4,0,21966328580625,
14,5,0,9762812702500,
14,6,0,4173746850625,
14,7,0,1709566710016,
14,8,0,667799496100,
14,9,0,247426656400,
14,10,0,86394844900,
14,11,0,28210561600,
14,12,0,8533694884,
14,13,0,2363904400,
14,14,0,590976100,
14,15,0,130873600,
14,16,0,25050025,
14,17,0,4008004,
14,18,0,511225,
14,19,0,48400,
14,20,0,3025,
14,21,0,100,
14,22,0,1,
15,0,0,34256731055625,
15,1,0,18422508701025,
15,2,0,9660316691025,
15,3,0,4928733005625,
15,4,0,2440703175625,
15,5,0,1169804480625,
15,6,0,540917591841,
15,7,0,240407818596,
15,8,0,102252852900,
15,9,0,41408180100,
15,10,0,15868440900,
15,11,0,5712638724,
15,12,0,1914762564,
15,13,0,590976100,
15,14,0,165636900,
15,15,0,41409225,
15,16,0,9018009,
15,17,0,1656369,
15,18,0,245025,
15,19,0,27225,
15,20,0,2025,
15,21,0,81,
15,22,0,1,
16,0,0,2436034208400,
16,1,0,1401950721600,
16,2,0,788597280900,
16,3,0,432700840000,
16,4,0,231072490000,
16,5,0,119787978816,
16,6,0,60101954649,
16,7,0,29085255936,
16,8,0,13521038400,
16,9,0,6009350400,
16,10,0,2538950544,
16,11,0,1012766976,
16,12,0,378224704,
16,13,0,130873600,
16,14,0,41409225,
16,15,0,11778624,
16,16,0,2944656,
16,17,0,627264,
16,18,0,108900,
16,19,0,14400,
16,20,0,1296,
16,21,0,64,
16,22,0,1,
17,0,0,141933027600,
17,1,0,87621920100,
17,2,0,53005852900,
17,3,0,31364410000,
17,4,0,18116083216,
17,5,0,10190296809,
17,6,0,5567099769,
17,7,0,2944581696,
17,8,0,1502337600,
17,9,0,736145424,
17,10,0,344622096,
17,11,0,153165376,
17,12,0,64128064,
17,13,0,25050025,
17,14,0,9018009,
17,15,0,2944656,
17,16,0,853776,
17,17,0,213444,
17,18,0,44100,
17,19,0,7056,
17,20,0,784,
17,21,0,49,
17,22,0,1,
18,0,0,6517332900,
18,1,0,4327008400,
18,2,0,2822796900,
18,3,0,1806590016,
18,4,0,1132255201,
18,5,0,693479556,
18,6,0,414081801,
18,7,0,240374016,
18,8,0,135210384,
18,9,0,73410624,
18,10,0,38291344,
18,11,0,19079424,
18,12,0,9018009,
18,13,0,4008004,
18,14,0,1656369,
18,15,0,627264,
18,16,0,213444,
18,17,0,63504,
18,18,0,15876,
18,19,0,3136,
18,20,0,441,
18,21,0,36,
18,22,0,1,
19,0,0,223502500,
19,1,0,160022500,
19,2,0,112911876,
19,3,0,78411025,
19,4,0,53509225,
19,5,0,35820225,
19,6,0,23474025,
19,7,0,15023376,
19,8,0,9363600,
19,9,0,5664400,
19,10,0,3312400,
19,11,0,1863225,
19,12,0,1002001,
19,13,0,511225,
19,14,0,245025,
19,15,0,108900,
19,16,0,44100,
19,17,0,15876,
19,18,0,4900,
19,19,0,1225,
19,20,0,225,
19,21,0,25,
19,22,0,1,
20,0,0,5290000,
20,1,0,4096576,
20,2,0,3136441,
20,3,0,2371600,
20,4,0,1768900,
20,5,0,1299600,
20,6,0,938961,
20,7,0,665856,
20,8,0,462400,
20,9,0,313600,
20,10,0,207025,
20,11,0,132496,
20,12,0,81796,
20,13,0,48400,
20,14,0,27225,
20,15,0,14400,
20,16,0,7056,
20,17,0,3136,
20,18,0,1225,
20,19,0,400,
20,20,0,100,
20,21,0,16,
20,22,0,1,
21,0,0,76176,
21,1,0,64009,
21,2,0,53361,
21,3,0,44100,
21,4,0,36100,
21,5,0,29241,
21,6,0,23409,
21,7,0,18496,
21,8,0,14400,
21,9,0,11025,
21,10,0,8281,
21,11,0,6084,
21,12,0,4356,
21,13,0,3025,
21,14,0,2025,
21,15,0,1296,
21,16,0,784,
21,17,0,441,
21,18,0,225,
21,19,0,100,
21,20,0,36,
21,21,0,9,
21,22,0,1,
22,0,0,529,
22,1,0,484,
22,2,0,441,
22,3,0,400,
22,4,0,361,
22,5,0,324,
22,6,0,289,
22,7,0,256,
22,8,0,225,
22,9,0,196,
22,10,0,169,
22,11,0,144,
22,12,0,121,
22,13,0,100,
22,14,0,81,
22,15,0,64,
22,16,0,49,
22,17,0,36,
22,18,0,25,
22,19,0,16,
22,20,0,9,
22,21,0,4,
22,22,0,1,
23,0,0,1,
23,1,0,1,
23,2,0,1,
23,3,0,1,
23,4,0,1,
23,5,0,1,
23,6,0,1,
23,7,0,1,
23,8,0,1,
23,9,0,1,
23,10,0,1,
23,11,0,1,
23,12,0,1,
23,13,0,1,
23,14,0,1,
23,15,0,1,
23,16,0,1,
23,17,0,1,
23,18,0,1,
23,19,0,1,
23,20,0,1,
23,21,0,1,
23,22,0,1,
