i,j,n_valid,denominator,fraction
2,16,0,2436034208400,
2,17,0,141933027600,
2,18,0,6517332900,
2,19,0,223502500,
2,20,0,5290000,
2,21,0,76176,
2,22,0,529,
2,23,0,1,
3,0,4838382763,4050624773870978624006400,1.1944781444823069e-15
3,1,799809667,1106808112281894469059600,7.226272187222246e-16
3,2,289878940,289721539396666805313600,1.0005432841748808e-15
3,3,8435967,72430384849166701328400,1.1647000171226206e-16
3,4,5617836,17235070755304390560000,3.259537645536542e-16
3,5,762,3888662839165553120100,1.9605972944961845e-19
3,6,0,828354214260117824400,
3,7,0,165785573352613608900,
3,8,0,31001538917654553600,
3,9,0,5382211617648360000,
3,10,0,861153858823737600,
3,11,0,125895330571982400,
3,12,0,16647316439270400,
3,13,0,1967114540187225,
3,14,0,204694541122500,
3,15,0,18422508701025,
3,16,0,1401950721600,
3,17,0,87621920100,
3,18,0,4327008400,
3,19,0,160022500,
3,20,0,4096576,
3,21,0,64009,
3,22,0,484,
3,23,0,1,
4,0,1149460155,922688804378668167968400,1.2457723011448517e-15
4,1,159475117,263981815855227399056400,6.041140269378057e-16
4,2,32755058,72430384849166701328400,4.52228141772577e-16
4,3,2505838,19001665507723090592400,1.318746779795723e-16
4,4,96908,4750416376930772648100,2.040005778669842e-17
4,5,0,1127482124965160372100,
4,6,0,252980753801047064100,
4,7,0,53404994776115852100,
4,8,0,10549134770590785600,
4,9,0,1937596182353409600,
4,10,0,328519767942273600,
4,11,0,50982406595265600,
4,12,0,7169400927459225,
4,13,0,902702926350225,
4,14,0,100300325150025,
4,15,0,9660316691025,
4,16,0,788597280900,
4,17,0,53005852900,
4,18,0,2822796900,
4,19,0,112911876,
4,20,0,3136441,
4,21,0,53361,
4,22,0,441,
4,23,0,1,
5,0,122952596,199608178340436596640000,6.159697317046112e-16
5,1,20352224,59859822189393968040000,3.399980827393959e-16
5,2,1371352,17235070755304390560000,7.95675849248865e-17
5,3,600643,4750416376930772648100,1.2644017635381408e-16
5,4,0,1249287673091590440000,
5,5,0,312321918272897610000,
5,6,0,73916947787011560000,
5,7,0,16483023079048102500,
5,8,0,3444615435294950400,
5,9,0,670448506004640000,
5,10,0,120668417976960000,
5,11,0,19915002576275625,
5,12,0,2984141905290000,
5,13,0,401201300600100,
5,14,0,47705267610000,
5,15,0,4928733005625,
5,16,0,432700840000,
5,17,0,31364410000,
5,18,0,1806590016,
5,19,0,78411025,
5,20,0,2371600,
5,21,0,44100,
5,22,0,400,
5,23,0,1,
6,0,12139,40849519490304768360000,2.9717671230060854e-19
6,1,14883,12855083765836539240000,1.1578129666508042e-18
6,2,381,3888662839165553120100,9.802986472481462e-20
6,3,0,1127482124965160372100,
6,4,0,312321918272897610000,
6,5,0,82358080713306090000,
6,6,0,20589520178326522500,
6,7,0,4857445984927644900,
6,8,0,1075697380745222400,
6,9,0,222251524947360000,
6,10,0,42540330946955625,
6,11,0,7481077970900625,
6,12,0,1196972475344100,
6,13,0,172216016072100,
6,14,0,21966328580625,
6,15,0,2440703175625,
6,16,0,231072490000,
6,17,0,18116083216,
6,18,0,1132255201,
6,19,0,53509225,
6,20,0,1768900,
6,21,0,36100,
6,22,0,361,
6,23,0,1,
7,0,0,7873435047506689440000,
7,1,0,2603154462581899196100,
7,2,0,828354214260117824400,
7,3,0,252980753801047064100,
7,4,0,73916947787011560000,
7,5,0,20589520178326522500,
7,6,0,5445717990022688400,
7,7,0,1361429497505672100,
7,8,0,320042195924198400,
7,9,0,70321771565375625,
7,10,0,14342421672022500,
7,11,0,2693188069524225,
7,12,0,461140406672400,
7,13,0,71170904601225,
7,14,0,9762812702500,
7,15,0,1169804480625,
7,16,0,119787978816,
7,17,0,10190296809,
7,18,0,693479556,
7,19,0,35820225,
7,20,0,1299600,
7,21,0,29241,
7,22,0,324,
7,23,0,1,
8,0,0,1422139205455895780100,
8,1,0,494616462647053824900,
8,2,0,165785573352613608900,
8,3,0,53404994776115852100,
8,4,0,16483023079048102500,
8,5,0,4857445984927644900,
8,6,0,1361429497505672100,
8,7,0,361297635242552100,
8,8,0,90324408810638025,
8,9,0,21147754404155625,
8,10,0,4605510959127225,
8,11,0,925483177280025,
8,12,0,169986706031025,
8,13,0,28214528710225,
8,14,0,4173746850625,
8,15,0,540917591841,
8,16,0,60101954649,
8,17,0,5567099769,
8,18,0,414081801,
8,19,0,23474025,
8,20,0,938961,
8,21,0,23409,
8,22,0,289,
8,23,0,1,
9,0,0,239360707821636633600,
9,1,0,87688237145184057600,
9,2,0,31001538917654553600,
9,3,0,10549134770590785600,
9,4,0,3444615435294950400,
9,5,0,1075697380745222400,
9,6,0,320042195924198400,
9,7,0,90324408810638025,
9,8,0,24061445010950400,
9,9,0,6015361252737600,
9,10,0,1401915345465600,
9,11,0,302198588499600,
9,12,0,59693548345600,
9,13,0,10684791937600,
9,14,0,1709566710016,
9,15,0,240407818596,
9,16,0,29085255936,
9,17,0,2944581696,
9,18,0,240374016,
9,19,0,15023376,
9,20,0,665856,
9,21,0,18496,
9,22,0,256,
9,23,0,1,
10,0,0,37296509182734240000,
10,1,0,14411872430727840000,
10,2,0,5382211617648360000,
10,3,0,1937596182353409600,
10,4,0,670448506004640000,
10,5,0,222251524947360000,
10,6,0,70321771565375625,
10,7,0,21147754404155625,
10,8,0,6015361252737600,
10,9,0,1609341595560000,
10,10,0,402335398890000,
10,11,0,93271169290000,
10,12,0,19868414760000,
10,13,0,3846525097536,
10,14,0,667799496100,
10,15,0,102252852900,
10,16,0,13521038400,
10,17,0,1502337600,
10,18,0,135210384,
10,19,0,9363600,
10,20,0,462400,
10,21,0,14400,
10,22,0,225,
10,23,0,1,
11,0,0,5339748575468160000,
11,1,0,2179573299708840000,
11,2,0,861153858823737600,
11,3,0,328519767942273600,
11,4,0,120668417976960000,
11,5,0,42540330946955625,
11,6,0,14342421672022500,
11,7,0,4605510959127225,
11,8,0,1401915345465600,
11,9,0,402335398890000,
11,10,0,108172480360000,
11,11,0,27043120090000,
11,12,0,6230734868736,
11,13,0,1308887012356,
11,14,0,247426656400,
11,15,0,41408180100,
11,16,0,6009350400,
11,17,0,736145424,
11,18,0,73410624,
11,19,0,5664400,
11,20,0,313600,
11,21,0,11025,
11,22,0,196,
11,23,0,1,
12,0,0,696309806523240000,
12,1,0,300692153184321600,
12,2,0,125895330571982400,
12,3,0,50982406595265600,
12,4,0,19915002576275625,
12,5,0,7481077970900625,
12,6,0,2693188069524225,
12,7,0,925483177280025,
12,8,0,302198588499600,
12,9,0,93271169290000,
12,10,0,27043120090000,
12,11,0,7312459672336,
12,12,0,1828114918084,
12,13,0,418151049316,
12,14,0,86394844900,
12,15,0,15868440900,
12,16,0,2538950544,
12,17,0,344622096,
12,18,0,38291344,
12,19,0,3312400,
12,20,0,207025,
12,21,0,8281,
12,22,0,169,
12,23,0,1,
13,0,0,81851928277017600,
13,1,0,37456461988358400,
13,2,0,16647316439270400,
13,3,0,7169400927459225,
13,4,0,2984141905290000,
13,5,0,1196972475344100,
13,6,0,461140406672400,
13,7,0,169986706031025,
13,8,0,59693548345600,
13,9,0,19868414760000,
13,10,0,6230734868736,
13,11,0,1828114918084,
13,12,0,497634306624,
13,13,0,124408576656,
13,14,0,28210561600,
13,15,0,5712638724,
13,16,0,1012766976,
13,17,0,153165376,
13,18,0,19079424,
13,19,0,1863225,
13,20,0,132496,
13,21,0,6084,
13,22,0,144,
13,23,0,1,
14,0,0,8567546125881600,
14,1,0,4161829109817600,
14,2,0,1967114540187225,
14,3,0,902702926350225,
14,4,0,401201300600100,
14,5,0,172216016072100,
14,6,0,71170904601225,
14,7,0,28214528710225,
14,8,0,10684791937600,
14,9,0,3846525097536,
14,10,0,1308887012356,
14,11,0,418151049316,
14,12,0,124408576656,
14,13,0,34134779536,
14,14,0,8533694884,
14,15,0,1914762564,
14,16,0,378224704,
14,17,0,64128064,
14,18,0,9018009,
14,19,0,1002001,
14,20,0,81796,
14,21,0,4356,
14,22,0,121,
14,23,0,1,
15,0,0,786735181440000,
15,1,0,406428624005625,
15,2,0,204694541122500,
15,3,0,100300325150025,
15,4,0,47705267610000,
15,5,0,21966328580625,
15,6,0,9762812702500,
15,7,0,4173746850625,
15,8,0,1709566710016,
15,9,0,667799496100,
15,10,0,247426656400,
15,11,0,86394844900,
15,12,0,28210561600,
15,13,0,8533694884,
15,14,0,2363904400,
15,15,0,590976100,
15,16,0,130873600,
15,17,0,25050025,
15,18,0,4008004,
15,19,0,511225,
15,20,0,48400,
15,21,0,3025,
15,22,0,100,
15,23,0,1,
16,0,0,62231982125625,
16,1,0,34256731055625,
16,2,0,18422508701025,
16,3,0,9660316691025,
16,4,0,4928733005625,
16,5,0,2440703175625,
16,6,0,1169804480625,
16,7,0,540917591841,
16,8,0,240407818596,
16,9,0,102252852900,
16,10,0,41408180100,
16,11,0,15868440900,
16,12,0,5712638724,
16,13,0,1914762564,
16,14,0,590976100,
16,15,0,165636900,
16,16,0,41409225,
16,17,0,9018009,
16,18,0,1656369,
16,19,0,245025,
16,20,0,27225,
16,21,0,2025,
16,22,0,81,
16,23,0,1,
17,0,0,4144481640000,
17,1,0,2436034208400,
17,2,0,1401950721600,
17,3,0,788597280900,
17,4,0,432700840000,
17,5,0,231072490000,
17,6,0,119787978816,
17,7,0,60101954649,
17,8,0,29085255936,
17,9,0,13521038400,
17,10,0,6009350400,
17,11,0,2538950544,
17,12,0,1012766976,
17,13,0,378224704,
17,14,0,130873600,
17,15,0,41409225,
17,16,0,11778624,
17,17,0,2944656,
17,18,0,627264,
17,19,0,108900,
17,20,0,14400,
17,21,0,1296,
17,22,0,64,
17,23,0,1,
18,0,0,225644000400,
18,1,0,141933027600,
18,2,0,87621920100,
18,3,0,53005852900,
18,4,0,31364410000,
18,5,0,18116083216,
18,6,0,10190296809,
18,7,0,5567099769,
18,8,0,2944581696,
18,9,0,1502337600,
18,10,0,736145424,
18,11,0,344622096,
18,12,0,153165376,
18,13,0,64128064,
18,14,0,25050025,
18,15,0,9018009,
18,16,0,2944656,
18,17,0,853776,
18,18,0,213444,
18,19,0,44100,
18,20,0,7056,
18,21,0,784,
18,22,0,49,
18,23,0,1,
19,0,0,9658958400,
19,1,0,6517332900,
19,2,0,4327008400,
19,3,0,2822796900,
19,4,0,1806590016,
19,5,0,1132255201,
19,6,0,693479556,
19,7,0,414081801,
19,8,0,240374016,
19,9,0,135210384,
19,10,0,73410624,
19,11,0,38291344,
19,12,0,19079424,
19,13,0,9018009,
19,14,0,4008004,
19,15,0,1656369,
19,16,0,627264,
19,17,0,213444,
19,18,0,63504,
19,19,0,15876,
19,20,0,3136,
19,21,0,441,
19,22,0,36,
19,23,0,1,
20,0,0,308002500,
20,1,0,223502500,
20,2,0,160022500,
20,3,0,112911876,
20,4,0,78411025,
20,5,0,53509225,
20,6,0,35820225,
20,7,0,23474025,
20,8,0,15023376,
20,9,0,9363600,
20,10,0,5664400,
20,11,0,3312400,
20,12,0,1863225,
20,13,0,1002001,
20,14,0,511225,
20,15,0,245025,
20,16,0,108900,
20,17,0,44100,
20,18,0,15876,
20,19,0,4900,
20,20,0,1225,
20,21,0,225,
20,22,0,25,
20,23,0,1,
21,0,0,6760000,
21,1,0,5290000,
21,2,0,4096576,
21,3,0,3136441,
21,4,0,2371600,
21,5,0,1768900,
21,6,0,1299600,
21,7,0,938961,
21,8,0,665856,
21,9,0,462400,
21,10,0,313600,
21,11,0,207025,
21,12,0,132496,
21,13,0,81796,
21,14,0,48400,
21,15,0,27225,
21,16,0,14400,
21,17,0,7056,
21,18,0,3136,
21,19,0,1225,
21,20,0,400,
21,21,0,100,
21,22,0,16,
21,23,0,1,
22,0,0,90000,
22,1,0,76176,
22,2,0,64009,
22,3,0,53361,
22,4,0,44100,
22,5,0,36100,
22,6,0,29241,
22,7,0,23409,
22,8,0,18496,
22,9,0,14400,
22,10,0,11025,
22,11,0,8281,
22,12,0,6084,
22,13,0,4356,
22,14,0,3025,
22,15,0,2025,
22,16,0,1296,
22,17,0,784,
22,18,0,441,
22,19,0,225,
22,20,0,100,
22,21,0,36,
22,22,0,9,
22,23,0,1,
23,0,0,576,
23,1,0,529,
23,2,0,484,
23,3,0,441,
23,4,0,400,
23,5,0,361,
23,6,0,324,
23,7,0,289,
23,8,0,256,
23,9,0,225,
23,10,0,196,
23,11,0,169,
23,12,0,144,
23,13,0,121,
23,14,0,100,
23,15,0,81,
23,16,0,64,
23,17,0,49,
23,18,0,36,
23,19,0,25,
23,20,0,16,
23,21,0,9,
23,22,0,4,
23,23,0,1,
24,0,0,1,
24,1,0,1,
24,2,0,1,
24,3,0,1,
24,4,0,1,
24,5,0,1,
24,6,0,1,
24,7,0,1,
24,8,0,1,
24,9,0,1,
24,10,0,1,
24,11,0,1,
24,12,0,1,
24,13,0,1,
24,14,0,1,
24,15,0,1,
24,16,0,1,
24,17,0,1,
24,18,0,1,
24,19,0,1,
24,20,0,1,
24,21,0,1,
24,22,0,1,
24,23,0,1,
