i,j,n_valid,denominator,fraction
4,8,0,9018009,0.0
4,9,0,1002001,0.0
4,10,0,81796,0.0
4,11,0,4356,0.0
4,12,0,121,0.0
4,13,0,1,0.0
5,0,1384,247426656400,5.593576780032016e-09
5,1,872,86394844900,1.0093194808200876e-08
5,2,242,28210561600,8.578347479619122e-09
5,3,32,8533694884,3.749841122161218e-09
5,4,0,2363904400,0.0
5,5,0,590976100,0.0
5,6,0,130873600,0.0
5,7,0,25050025,0.0
5,8,0,4008004,0.0
5,9,0,511225,0.0
5,10,0,48400,0.0
5,11,0,3025,0.0
5,12,0,100,0.0
5,13,0,1,0.0
6,0,16,41408180100,3.863970829280662e-10
6,1,16,15868440900,1.0082906128477941e-09
6,2,6,5712638724,1.0503027217164522e-09
6,3,0,1914762564,0.0
6,4,0,590976100,0.0
6,5,0,165636900,0.0
6,6,0,41409225,0.0
6,7,0,9018009,0.0
6,8,0,1656369,0.0
6,9,0,245025,0.0
6,10,0,27225,0.0
6,11,0,2025,0.0
6,12,0,81,0.0
6,13,0,1,0.0
7,0,0,6009350400,0.0
7,1,0,2538950544,0.0
7,2,0,1012766976,0.0
7,3,0,378224704,0.0
7,4,0,130873600,0.0
7,5,0,41409225,0.0
7,6,0,11778624,0.0
7,7,0,2944656,0.0
7,8,0,627264,0.0
7,9,0,108900,0.0
7,10,0,14400,0.0
7,11,0,1296,0.0
7,12,0,64,0.0
7,13,0,1,0.0
8,0,0,736145424,0.0
8,1,0,344622096,0.0
8,2,0,153165376,0.0
8,3,0,64128064,0.0
8,4,0,25050025,0.0
8,5,0,9018009,0.0
8,6,0,2944656,0.0
8,7,0,853776,0.0
8,8,0,213444,0.0
8,9,0,44100,0.0
8,10,0,7056,0.0
8,11,0,784,0.0
8,12,0,49,0.0
8,13,0,1,0.0
9,0,0,73410624,0.0
9,1,0,38291344,0.0
9,2,0,19079424,0.0
9,3,0,9018009,0.0
9,4,0,4008004,0.0
9,5,0,1656369,0.0
9,6,0,627264,0.0
9,7,0,213444,0.0
9,8,0,63504,0.0
9,9,0,15876,0.0
9,10,0,3136,0.0
9,11,0,441,0.0
9,12,0,36,0.0
9,13,0,1,0.0
10,0,0,5664400,0.0
10,1,0,3312400,0.0
10,2,0,1863225,0.0
10,3,0,1002001,0.0
10,4,0,511225,0.0
10,5,0,245025,0.0
10,6,0,108900,0.0
10,7,0,44100,0.0
10,8,0,15876,0.0
10,9,0,4900,0.0
10,10,0,1225,0.0
10,11,0,225,0.0
10,12,0,25,0.0
10,13,0,1,0.0
11,0,0,313600,0.0
11,1,0,207025,0.0
11,2,0,132496,0.0
11,3,0,81796,0.0
11,4,0,48400,0.0
11,5,0,27225,0.0
11,6,0,14400,0.0
11,7,0,7056,0.0
11,8,0,3136,0.0
11,9,0,1225,0.0
11,10,0,400,0.0
11,11,0,100,0.0
11,12,0,16,0.0
11,13,0,1,0.0
12,0,0,11025,0.0
12,1,0,8281,0.0
12,2,0,6084,0.0
12,3,0,4356,0.0
12,4,0,3025,0.0
12,5,0,2025,0.0
12,6,0,1296,0.0
12,7,0,784,0.0
12,8,0,441,0.0
12,9,0,225,0.0
12,10,0,100,0.0
12,11,0,36,0.0
12,12,0,9,0.0
12,13,0,1,0.0
13,0,0,196,0.0
13,1,0,169,0.0
13,2,0,144,0.0
13,3,0,121,0.0
13,4,0,100,0.0
13,5,0,81,0.0
13,6,0,64,0.0
13,7,0,49,0.0
13,8,0,36,0.0
13,9,0,25,0.0
13,10,0,16,0.0
13,11,0,9,0.0
13,12,0,4,0.0
13,13,0,1,0.0
14,0,0,1,0.0
14,1,0,1,0.0
14,2,0,1,0.0
14,3,0,1,0.0
14,4,0,1,0.0
14,5,0,1,0.0
14,6,0,1,0.0
14,7,0,1,0.0
14,8,0,1,0.0
14,9,0,1,0.0
14,10,0,1,0.0
14,11,0,1,0.0
14,12,0,1,0.0
14,13,0,1,0.0
