i,j,n_valid,denominator,fraction
0,0,7098,2944656,0.0024104683195592287
0,1,1512,627264,0.0024104683195592287
0,2,252,108900,0.0023140495867768596
0,3,32,14400,0.0022222222222222222
0,4,0,1296,0.0
0,5,0,64,0.0
0,6,0,1,0.0
1,0,2058,853776,0.0024104683195592287
1,1,504,213444,0.0023612750885478157
1,2,96,44100,0.0021768707482993197
1,3,20,7056,0.002834467120181406
1,4,0,784,0.0
1,5,0,49,0.0
1,6,0,1,0.0
2,0,504,213444,0.0023612750885478157
2,1,166,63504,0.0026140085663895187
2,2,28,15876,0.001763668430335097
2,3,8,3136,0.002551020408163265
2,4,0,441,0.0
2,5,0,36,0.0
2,6,0,1,0.0
3,0,88,44100,0.00199546485260771
3,1,50,15876,0.0031494079113126732
3,2,12,4900,0.0024489795918367346
3,3,4,1225,0.0032653061224489797
3,4,0,225,0.0
3,5,0,25,0.0
3,6,0,1,0.0
4,0,4,7056,0.0005668934240362812
4,1,4,3136,0.0012755102040816326
4,2,2,1225,0.0016326530612244899
4,3,0,400,0.0
4,4,0,100,0.0
4,5,0,16,0.0
4,6,0,1,0.0
5,0,0,784,0.0
5,1,0,441,0.0
5,2,0,225,0.0
5,3,0,100,0.0
5,4,0,36,0.0
5,5,0,9,0.0
5,6,0,1,0.0
6,0,0,49,0.0
6,1,0,36,0.0
6,2,0,25,0.0
6,3,0,16,0.0
6,4,0,9,0.0
6,5,0,4,0.0
6,6,0,1,0.0
7,0,0,1,0.0
7,1,0,1,0.0
7,2,0,1,0.0
7,3,0,1,0.0
7,4,0,1,0.0
7,5,0,1,0.0
7,6,0,1,0.0
