seeds,success_frac,median_ttf,mean_best_f,moves_per_s,micro_acc_rate,macro_acc_rate,mean_df_macro,classes_found,wall_s,classes_per_s,L,formulation,representation,total_classes,recovered_frac
10,0.1,0.006665779001195915,35.2,1320.1757811684397,0.012312447782784829,0.03201477456576162,151.8809795051098,1,14.163773598000262,0.07060265352880159,23,sa,rle,28,0.03571428571428571
10,0.4,0.009690661499917042,19.2,22282.5085433966,0.023135087266069703,0.0,0.0,3,2.4150353809982334,1.2422178257115126,23,sa,binary,28,0.10714285714285714
10,0.2,0.1342742670003645,25.6,6925.653107141874,0.02522929260062535,0.15706698214673215,45.231512788486725,2,4.890411523001603,0.40896353826118376,23,basinhop,rle,28,0.07142857142857142
10,0.1,0.0028472459998738486,28.8,6146.290134668857,0.02968590866584102,0.2180082509944276,26.35561940136855,1,3.0759492950001004,0.32510288827760647,23,basinhop,binary,28,0.03571428571428571
10,0.0,None,38.4,0.0,0.003808132273317233,0.017711668124080766,180.2145444506814,0,15.194025984999826,0.0,25,sa,rle,46,0.0
10,0.1,0.018571593000160647,28.8,5637.642392825124,0.005891862464183381,0.0,0.0,1,3.3691998640006204,0.2968063755091662,25,sa,binary,46,0.021739130434782608
10,0.0,None,32.0,0.0,0.025150827162123468,0.15684651911439507,53.092824646614396,0,6.02015036299963,0.0,25,basinhop,rle,46,0.0
10,0.1,0.1269243960014137,28.8,5814.485026123583,0.029998498755151863,0.14441695436449545,38.34829210752047,1,3.286382132999279,0.3042859775674844,25,basinhop,binary,46,0.021739130434782608
