canonical_u,canonical_v,mine,mine_index,friend,friend_index
+++++++++--++---+--+-++---+-+--+--+--,++++-+--++---+++-+-+-++---+-+++-+----,X,15,X,521
+++++++++--++----+-++---+--+-++--+---,+++++-+--+-+-++--++-+--+++---+-+-+---,X,483,X,372
+++++++++--++-----++-+--+---++-+-+---,++++-+--++-+--+-+-+-+--++-+++--++----,X,197,X,530
+++++++++--+-+++---+-+--++--+-+------,+++-++---+-++---++-+-+-++--+-++-++---,X,278,X,157
+++++++++--+-++--+---+-+-++---+--+---,++++-++---+++---+++-+---+-++-+-+--+--,X,216,X,202
+++++++++--+-++--+----+-+-++---++----,+++-+-+-+-++---++-++--++-+-++-++-----,X,281,X,492
+++++++++--+-++---++--++----+-+-+----,+++++--+-+-+--++-+-++--++-++--+-+----,X,286,X,273
+++++++++--+-+-++--+-+--++----++-----,+++-+++-+-+--+-+-+--+++--+--++-++----,X,309,X,634
+++++++++--+-+-++-----++-+--++---+---,+++-++--+-+++---+--+-+-+++---++-+--+-,X,420,X,327
+++++++++--+-+-+-+----+-++-+--+---+--,++++--+--+--+-+++---+-+++--++--+++---,X,31,X,611
+++++++++--+-+-+-----++--+--+++-+----,++++-+-++---+-++--+-+--++-+-++--++---,X,268,X,3
+++++++++--+-+--++---++--+---+-++----,++++-+-+-+--++-+----++++--++--+--+-+-,X,512,X,674
+++++++++--+-+--+-+-+-+-+-----+++----,+++--+++--+---++-++--++-++-++-+--+---,X,2,X,213
+++++++++--+-+--+-+---+--++-++----+--,++++-+--++-+++--+-+-+-+--++---+++----,X,165,X,587
+++++++++--+-+--+---+---+-+++--++----,+++-+-++--+-++-++---+-+++----++-+-+--,X,104,X,332
+++++++++--+-+---+-++-+--+---++-+----,++++--+++-+-+-+-++----++-++---+--++--,X,315,X,275
+++++++++--+-+----++--++---+-+-++----,+++++-+---++-++--+-+-+---++-+--+-++--,X,194,X,628
+++++++++--+--++-+---+-++---++---+---,+++++--++-+-+--+-++-++----+-+-+-++---,X,635,X,390
+++++++++--+--++-+----+-+-+--+-++----,++++--++-+-+---+++-+++--+--++---+-+--,X,370,X,638
+++++++++--+--++--+-+-+-+--+--+-+----,+++++--+-++-+++---+-+--+++---+--++---,X,427,X,151
+++++++++--+--++---+++-+----+-+-+----,++++-+-++--+-+-++----+-++--++-+--++--,X,210,X,258
+++++++++--+--++---+--+-+--+-+-+-+---,++++-++----+-+++-+--+++----++-+--++--,X,407,X,355
+++++++++--+--+-+-+---+-++--+---++---,++++-+-++----++--+-++-+---++-+++---+-,X,431,X,419
+++++++++--+--+-+--+++--+-----++-+---,++++-++--++-+---+++--+-+-+--++-+-+---,X,465,X,72
+++++++++--+--+-+---+++----++-+--+---,+++++--+-+++-+-+-+--+-+--++--++---+--,X,464,X,77
+++++++++--+--+-+---++---+-+++---+---,++++--+-++-+++-+-+--+-++---+--++-+---,X,267,X,456
+++++++++--+--+-+----+-+-+-+--++-+---,++++--+-++----++-+++--++--+++-+--+---,X,158,X,663
+++++++++--+--+-+-----+-+-+-++-++----,++++--+--++--++--+-+-+++--+-+--+++---,X,159,X,504
+++++++++--+--+--++---+--+-+--++-+---,++++-+-+-++----+-+++--+-+-+++----++--,X,102,X,219
+++++++++--+--+--+---++--++---+++----,+++-+-+-+-++-+-++-++---+-+++----+--+-,X,4,X,463
+++++++++--+--+---+++-+----++-+--+---,+++-++--+++-+-+--+++---+-+---++-+--+-,X,482,X,312
+++++++++--+--+---+-+-++----+-++-+---,+++-++-+---+++-++--+++---++-+---+-+--,X,217,X,262
+++++++++--+---++--+---+-++--+-++----,++++-+-+-+++-+--+---++---++-+-++-+---,X,560,X,285
+++++++++--+---++---+--+-++--+-++----,++++-+---+--++---+-++-+-+-+++-+-++---,X,397,X,283
+++++++++--+---+---++--+-+---++++----,+++-+-++--+---+-++-+--++-+-+--+-+++--,X,17,X,532
+++++++++---+++-+--+---++-+--+---+---,++++--++-+-+---+-+-++-+-++--++-++----,X,421,X,486
+++++++++---+++-+----+-++-+--+---+---,+++-+-++--++--++-++-+---+-+--+-+++---,X,190,X,459
+++++++++---+++--+---++-+--+-+-+-----,+++-+++--++-++-+--+-+---+-++--++-+---,X,184,X,665
+++++++++---+++--+----++--+--+++-----,+++-++-++-+-+--++--+-++-+-+-+---+-+--,X,1,X,572
+++++++++---+++----+-+--+--++-+--+---,+++-++-+--+++-+---+-+++-+-+--+---++--,X,195,X,443
+++++++++---++-++--+-+-+---++---+----,+++++-+--++-+--+--+++-+--+-+-+--++---,X,280,X,499
+++++++++---++-++----+-+-+-+--+-+----,++++--+++--+--+++-++--+-++--+---+-+--,X,27,X,577
+++++++++---++-++----+-+-+-+--+--+---,+++++--++---++--+-+--+-+++-+---++-+--,X,416,X,645
+++++++++---++-+-++-+--++----+-+-----,+++-++---++--+-+-+-+-++-++--++-++----,X,260,X,646
+++++++++---++-+-+---++-+--+--++-----,+++-+-++-+--+----+++--++--+--+++-+-+-,X,466,X,212
+++++++++---++-+--+--+-+-+--++--+----,++++-+-++++---++--++-+-+---+-++--+---,X,672,X,4
+++++++++---++-+---+---++--+-++-+----,++++--++-++-+-+-+--++-+++---+--+-+---,X,298,X,228
+++++++++---++-+-----++--++--+-+-+---,++++--++-+-++--++-+----+-++-++-+-+---,X,174,X,464
+++++++++---++--++--+--+--+-+--++----,++++-++-+---+-+-+-+--+++-+----+++--+-,X,189,X,483
+++++++++---++--+--++--+--+-+-+-+----,++++-++-+--+-+-+++---++--+----+++-+--,X,623,X,458
+++++++++---++--+--+-+--+--++--+-+---,++++-+---+++-+-+--+++-+-+++--+--+----,X,163,X,536
+++++++++---++---++-++-+------++-+---,+++-+-+-+-++--++-++---+++-+--+--+-+--,X,68,X,662
+++++++++---++----+---++-+-+--++-+---,++++-+-+--+--++-++---+-+-+--++++--+--,X,253,X,495
+++++++++---+-+++--+-++--+----++-----,+++-++--+-+-+-++-+-+++---++--+-+--+--,X,57,X,480
+++++++++---+-++--++-+--+---++---+---,++++--+-+--+-+--+--++-+++-+-+-+++----,X,37,X,575
+++++++++---+-++--+-+--+-+--++---+---,+++++-+--+--++----+++-+---++-+-+-++--,X,64,X,493
+++++++++---+-++--+---++-+--+-++-----,+++-++--+-+++-+-++-+-+-+----++---++--,X,572,X,350
+++++++++---+-+-++--+--++----++-+----,+++++-+-+-++--+--+-+-++-+---++---++--,X,478,X,552
+++++++++---+-+-++--+--+-++---+-+----,++++--++-+++-+---+++-+--+-+--+---++--,X,668,X,73
+++++++++---+-+-++---++--+--+--++----,+++++--+--+-+--+---++-+-+++-+-+-++---,X,511,X,376
+++++++++---+-+-+---++-+---+++---+---,++++-+--+++-++-+--++-+--+--++---+--+-,X,34,X,569
+++++++++---+--+-+-+--++--+--+-++----,++++-+-+-+-+++--+++--+--+----+++--+--,X,186,X,147
++++++++-+++---+-++---+-+--+-++------,+++-+-+-++--+-++--+++-+--+--+++---+--,X,348,X,121
++++++++-+++---+---+-+-+--+--++-+----,+++-+---++-+-++-++---+-++-++----+++--,X,127,X,671
++++++++-+++----++-+--++---+--++-----,+++-++----++-+-++--+-+-+--+-+++--+-+-,X,56,X,379
++++++++-++-+---++---+--++-+--+-+----,+++++--+-+--+++---+-+-+---+++-++--+--,X,313,X,623
++++++++-++-+---+-+-+---+--+++----+--,+++-+++--+--+-+-++-+--++-++---+++----,X,432,X,568
++++++++-++-+----++++--+---+---++----,+++-+--++-+-+-+-++-++--+---++-+-++---,X,36,X,142
++++++++-++-+----++-+--+-+---++---+--,+++++--+-+-+-+-++--++--+-++--+++-----,X,67,X,612
++++++++-++-+----+--+-++---+-+-+-+---,++++---++--+--+++--++--+-++-+++-+----,X,46,X,19
++++++++-++--++-+--+--+-+-+---++-----,+++++---++-+--+-+-++--++-+-+++---+---,X,474,X,624
++++++++-++--+-+-+--+---+++--+--+----,+++-+-++--+++-+--+---+++-+----+++--+-,X,306,X,288
++++++++-++--+-+-+---+-++-+----+-+---,++++-++---+-+++--+++--+--+-++--++----,X,116,X,6
++++++++-++--+-+--+-+++-----+-+--+---,++++-+---++---++++--++--+-+-+-++--+--,X,141,X,676
++++++++-++--+-+--+--+--+++----+-+---,+++++--+--+-+-+-++---++---++-+++-+---,X,106,X,561
++++++++-++--+--+-+++---+-+--+--+----,++++-+-+-+--++++-+---++-+---++--++---,X,18,X,537
++++++++-++--+--+--+-+-+---+--+++----,++++-++--++---++-+-+-+--++++----+-+--,X,372,X,546
++++++++-++--+--+---+---+-++-+-++----,+++++---++--++---+++-+--+-++-+-+-+---,X,72,X,494
++++++++-++--+---+++--+-+----++-+----,++++--+--++-+-+-++-+-+++-+--++---+---,X,510,X,249
++++++++-++---+-++-+--++---+---++----,++++-+--++-++-+----+++-+-+-+---++--+-,X,92,X,206
++++++++-++---+-+-+++----++---+--+---,+++-++--+-++-+--+++-+-++--+-+-++-----,X,579,X,164
++++++++-++---+-+-+--+++----+--+-+---,+++-+++-+---++-++-+----++-+--++-++---,X,669,X,667
++++++++-++----++--++-+-+-----++-+---,++++-+--+-+-++--+---++--+-+++-+-++---,X,146,X,474
++++++++-++----++--+-++---+--+-+-+---,+++++--+-+++-++---++--+-+-++--+-+----,X,40,X,163
++++++++-++----+---++-++-----+++--+--,++++--++-+--++-+-+---+-+-++-+-+-++---,X,132,X,328
++++++++-++-----++-+-+----++--+-+-+--,++++--+---+-++-++-+-++--++---+-+++---,X,109,X,551
++++++++-++-----+-+-+----++-++--++---,++++-+-++---++-+---++-++-+--++-+-+---,X,293,X,245
++++++++-+-+++----+-+----++-++--+----,++++--+---++--++-++-+-+-+--++-+-++---,X,54,X,420
++++++++-+-++-+--+--+----+++-+---+---,+++-++-+-+-+--++---+++-++--+--+++----,X,522,X,567
++++++++-+-++-+---+++--+---++--+-----,+++-++-+--+-+-+-+++-+--++-++---++----,X,408,X,424
++++++++-+-++-+----+---++-+--++-+----,++++-+---+++--+++-+-+---+-++--++--+--,X,359,X,246
++++++++-+-++--++-+----+-++---++-----,++++-++--+-+-+-+--++-+++--+-+--++----,X,151,X,571
++++++++-+-++--+-+--+---++--+--++----,+++++-+-+----+++--++-++-+---++-+-+---,X,338,X,476
++++++++-+-++--+-+---+--++--+-+-+----,++++--++----+-++--+++-++-+--+++-+----,X,574,X,48
++++++++-+-++--+--++--+----++-+-+----,+++-++---+--++-+-+++---+++----+-++-+-,X,531,X,329
++++++++-+-++--+--+-+-+--++---+-+----,+++++--+-++-+-+++---++--++--++-+-----,X,615,X,110
++++++++-+-++--+---++-+--+-+---++----,++++-++---+-+-+-+--++--+--++++----++-,X,43,X,235
++++++++-+-++---+++-+--+--+---++-----,+++-++--++-+---+-+-+++--++-+-++-+----,X,588,X,426
++++++++-+-++----+++-+--+---+--++----,++++-++--++--+-+-+++-+-+--+-+--++----,X,590,X,248
++++++++-+-++------++--+-+--++-+-+---,++++-++--+--++--+++----++-+-+-++-+---,X,98,X,412
++++++++-+-+-++----+--++---++-+---+--,+++++--+-+-+---++++--++---+-++-+--+--,X,376,X,15
++++++++-+-+-++----+--+---+++--++----,++++-+-+---+--++-++--+++-+--+-++-+---,X,382,X,677
++++++++-+-+-+-++-+---++--+--+--+----,+++++---++-+---++-++-+-++--+++---+---,X,458,X,27
++++++++-+-+-+--+++-++---+--+--+-----,++++--+-++---++--+-+-+++---++-++-+---,X,230,X,282
++++++++-+-+-+--++--+++----+-++------,+++-+-++-++-++---++---+-++-+---++--+-,X,208,X,415
++++++++-+-+-+--++----++-++------++--,+++-++--+--+-++-+-++---++-+-+-+++----,X,288,X,664
++++++++-+-+-+--+-++---+--++-+-----+-,++++-+--+-+++---++--+-+++----++--++--,X,30,X,161
++++++++-+-+-+--+-+--+--+-+---+++----,++++-++--+--++--+---+-++++--+++---+--,X,162,X,401
++++++++-+-+-+--+--++--+---+++-----+-,+++-++---++-+-++-++-++----+++---+-+--,X,314,X,214
++++++++-+-+-+--+--+---++--+++----+--,++++----++-+++-+-+-++-+-++--+--++----,X,501,X,417
++++++++-+-+-+---++-++--+----++-+----,+++-+--++-----+-+++--+++--++-+-++-+--,X,405,X,279
++++++++-+-+-+---++--+---+++----+--+-,++++-+---++--++-++-++-+---++-+-++----,X,393,X,406
++++++++-+-+-+---+-++---+--+-+--++---,++++-+--+++-++--+----++++--++-+--+---,X,451,X,272
++++++++-+-+-+----+++-+---+--+--+-+--,++++-++---++-+--++-++----+++--++---+-,X,119,X,138
++++++++-+-+-+----++-+---++--++----+-,++++-++--+--++-++-+----++-+-+--+++---,X,361,X,481
++++++++-+-+--+++--+---+-++----+-+---,++++-+----++--++-++-++----++-+-+-++--,X,542,X,324
++++++++-+-+--+++-----++-++--+--+----,+++-+++-+--+-++-+---++--+-+-+---+++--,X,310,X,230
++++++++-+-+--++-+--+++---+--++------,++++-+-+-++---++--+-++---+--+-+++-+--,X,284,X,418
++++++++-+-+--++-+---+--+++-----+-+--,+++-++-+---+++--+-+++--+-++-++---+---,X,571,X,129
++++++++-+-+--++--++-+--+--+---++----,++++-+-++---++-++----++++--+---+-+-+-,X,456,X,380
++++++++-+-+--++---+-++----+++-+-----,++++--+++--+---+--+-+--++-++-+-+-++--,X,439,X,501
++++++++-+-+--++----+---++-+-+-++----,+++-++-++-+----++-++---+-+++---++--+-,X,352,X,251
++++++++-+-+--+--+++-+---+----++-+---,+++-++--+++--+-+--+++-+-++--+-++-----,X,446,X,209
++++++++-+-+--+--+--+---+++-+---++---,+++++--++--++++--+---+-++-+--+-+-+---,X,121,X,97
++++++++-+-+--+--+---+-+-++----+++---,+++++-+--++--+++---+--++-++-+-+--+---,X,3,X,386
++++++++-+-+--+--+----++-+-+-+---++--,+++++---+-++-+-+--++--+--++++--++----,X,251,X,453
++++++++-+-+---++++-+--+--+---+--+---,+++-++---+++--+-++-+-+++---+-++--+---,X,533,X,338
++++++++-+-+---+++-++----+-+----++---,+++-++---++-+--+-+++-+--+--++-+---++-,X,264,X,543
++++++++-+-+---++--+++--+------+++---,++++-+-+-+--+-++-+--++-+---++-++--+--,X,23,X,549
++++++++-+-+---++--+++-----+++-----+-,+++-++--++-+---+-+--++--+-++-+-++-+--,X,25,X,176
++++++++-+-+---++--++-++-----+-++----,+++-++----+-+--+-++---+++--++-++-+-+-,X,233,X,673
++++++++-+-+---++----++--++--+--+-+--,++++-+-+-----+++-+--+-++-++--+++-+---,X,443,X,475
++++++++-+-+---+-++--++--+----++-+---,++++-+----++-++-+---++---+-++-+-+++--,X,605,X,584
++++++++-+-+---+-++--+-+--+---++-+---,++++-+-+++----+--++--++---++++--+--+-,X,411,X,215
++++++++-+-+---+-+-+--+---+++--+--+--,++++-+--+++--++-+--+++-++-----+-++---,X,224,X,479
++++++++-+-+---+-+--+----+++--++--+--,+++-++-++----+-+++--+-+-+++----++-+--,X,342,X,358
++++++++-+-+---+--++-+----+++-+----+-,+++-++-++-+-++---++-+--++--+---+++---,X,63,X,195
++++++++-+-+----++-++--+-+---+-++----,++++-+-++--+++--+-+-++-----++--++--+-,X,442,X,617
++++++++-+-+----++-++--+---+-++----+-,++++-++---+++--+-+-+--+--++---+++-+--,X,441,X,374
++++++++-+-+-----+++----+-+-++--+-+--,+++-++-++-++--+---++-+-+--++--+++----,X,118,X,345
++++++++-+-+-----+-+++---+--+-++--+--,+++-++--++-+---+++----+-+-++-+--+++--,X,80,X,642
++++++++-+--+++-+---+++----++--+-----,+++--++-+-++-++---+---+-++-++-+-+-+--,X,129,X,422
++++++++-+--+++--+-++--+-+--++-------,+++-+-+++--++-++---+-+-++---+-++-+---,X,120,X,640
++++++++-+--+++--+-+-++----++--+-----,++++-+-+-+---++-++--++-+----++-+-++--,X,462,X,274
++++++++-+--+++----++-+--+--++---+---,+++-++-++-+-+-++---+-+---+++-++----+-,X,509,X,408
++++++++-+--+++----++---+--++-+---+--,+++++-+---++-+-+--+++--++-+--+-+---+-,X,356,X,655
++++++++-+--+++----+--+-++--++---+---,+++++--++--+--+-+-+-+-+--+--+-++++---,X,273,X,254
++++++++-+--++-++---++-+-+---++------,+++-++-+-+---+-++----++-+-+++--++-+--,X,527,X,149
++++++++-+--++-+-+-+--+++-----+--+---,++++--++---+--+++--+-+-+-++-++-++----,X,171,X,115
++++++++-+--++-+-+--++---+-++---+----,++++-+-+-+++----+---++-++--+-++-++---,X,59,X,541
++++++++-+--++-+-+---+++----+-+---+--,+++-++--++-----++-+++-+--+-++-+-++---,X,160,X,162
++++++++-+--++-+--++-+-+--+---++-----,++++-+-+-+-++---+--+--++++---+--+++--,X,459,X,411
++++++++-+--++-+----+---+++-+---+-+--,+++-+++--+-+--+++--+-+++--+--++-+----,X,319,X,621
++++++++-+--++--+-+----+++-+--+--+---,++++-+--+++--++--+++-----+-+-+-++--+-,X,139,X,178
++++++++-+--++--+--+--+-+-+--+++-----,++++-++-+-++--+++--++-+-+-+---++-----,X,537,X,341
++++++++-+--++---++----+-+-+--+-++---,++++-++--+-+---+-++++---++-++--+---+-,X,113,X,518
++++++++-+--++---+-+---++--++-+-+----,++++++--+-+-++--+-++-+---+--+--+++---,X,538,X,220
++++++++-+--++----++-+-+--+--+-+-+---,++++-+++---+--++++----++--+--++--+-+-,X,425,X,85
++++++++-+--++----++-+-+---+---++-+--,+++-++-+--+---+++-+-+++----+-+++--+--,X,365,X,562
++++++++-+--++----++---+--+-++-++----,++++-+-+---+---++-+-+-+++--+--+++-+--,X,567,X,620
++++++++-+--++----+-+----++-+++----+-,+++-++--+--++-+-+-++-+-++--+---+++---,X,433,X,585
++++++++-+--+-++-+---+++---++--+-----,+++-++-+++-+-+-+---++-+--+---++-++---,X,248,X,514
++++++++-+--+-++-----++---++-+-+-+---,++++-+--+--+---+-+++-+--+++-++---++--,X,564,X,393
++++++++-+--+-+-+-+-----+++-+----++--,++++--+++--+-++--+--+++-++--+-+--+---,X,91,X,507
++++++++-+--+-+-+--++-+--+---+++-----,++++-++--++-+-+-++--++--+-+-----+++--,X,318,X,102
++++++++-+--+-+-+--++--+-+---+++-----,++++-+++--++--+--+----+++-+--++-+-+--,X,438,X,281
++++++++-+--+-+-+--+--+++-----+--++--,++++-+-+---+-+-++-++----++-++--+++---,X,168,X,616
++++++++-+--+-+--++-+++-----+--++----,+++-+-++--++----+-++---++-+-+-+++-+--,X,334,X,135
++++++++-+--+-+--++--+++-----+-+-+---,++++-+--++++--++-+---+-++--++---+--+-,X,515,X,604
++++++++-+--+-+--++-----+++-+----++--,+++-++-+---+++-+--+++-+-++--+-+---+--,X,461,X,69
++++++++-+--+-+---+++-+--+---+--++---,++++-+--++++--++-+-+---+-++--++----+-,X,417,X,123
++++++++-+--+-+---+-++--+---+--+++---,+++++-+-+--+-+--++-+---++++--+---++--,X,231,X,339
++++++++-+--+-+---+--++---++--+-++---,+++++-+---+++-+--+++-+--++-+-+----+--,X,379,X,252
++++++++-+--+--+++---++-+-+---+-+----,++++-++--+--+++-+---+---++-+--+-+++--,X,497,X,657
++++++++-+--+--++-+-+-+--++----++----,+++-+++-++-+--+-+-++-----+++-+---++--,X,87,X,563
++++++++-+--+--++-----++--+-++-+-+---,+++-++--+++-----+-+-++-++---+++--+-+-,X,232,X,253
++++++++-+--+--+-+-++---+---++-+---+-,+++-+++-++----++-+---++-++-+---+++---,X,241,X,303
++++++++-+--+--+-+-+--++-----+++---+-,++++--+---+-+--+++-+++--+--++-+-++---,X,498,X,141
++++++++-+--+--+--+-+++-----+-+-++---,+++-++--++-----++--++-+-++-+-+-+++---,X,237,X,403
++++++++-+--+---+++----++-+---+--++--,++++-+-+--+-++-++--+++--++-+-+-+-----,X,317,X,229
++++++++-+--+----+-+++-----+-++--++--,++++-+-+-+--++--+-++-+-++--+---+++---,X,242,X,557
++++++++-+--+----+-+--++-+---++++----,+++-+-+-+-++-++--+----+-++--++--+++--,X,82,X,436
++++++++-+---++++-+--+-+--+----++----,+++-++---+-+-+-+++-+--++--+--+--+++--,X,41,X,516
++++++++-+---+++-+--++-+----+-+--+---,++++-+-++---+---+-+++---++-++-+--++--,X,449,X,540
++++++++-+---+++--+-++-+---+--+--+---,+++-+++-+-+-++-++---++-+---+++--+----,X,413,X,588
++++++++-+---+++---++-+-+--+--+---+--,+++++-+--++-+-+--++--+----+++-+-++---,X,336,X,484
++++++++-+---+++---+---+-+--+-++-+---,++++-+-++-++----++--+-+++--++--+---+-,X,42,X,224
++++++++-+---++-+++--+-+--+----++----,++++-+-+-+++-+---+--++--+-++-+--++---,X,346,X,156
++++++++-+---++-++----++---++--+--+--,++++-++-+----++-+---+++-+-+---++-+-+-,X,624,X,360
++++++++-+---++-+-+-+--++---+--+--+--,++++-++-++---+++--+----++++---+-+-+--,X,471,X,472
++++++++-+---++-+-+---+--++-+---++---,++++-+-+++-+--+----+-++-++---+++--+--,X,283,X,182
++++++++-+---++-+----++-+-+-+--++----,++++-+--++----+-+-++--+--+--+++-+++--,X,401,X,586
++++++++-+---++--+-++---++--+-+---+--,++++-+-++++-+--+--++-+-+---+--+++----,X,528,X,525
++++++++-+---++--+-+-++---+-+---+-+--,++++-++---++++--++-++-----++-+-+--+--,X,480,X,431
++++++++-+---++--+-+-+-+--+--++-+----,+++++-++-+++---+--+-++---++---++-+---,X,643,X,234
++++++++-+---++--+--+-++---++-+-+----,++++++-+-+-+--+--+--++---++--+-+++---,X,481,X,101
++++++++-+---++--+----+-+-++--+++----,++++-+--++-++--+-+++-+-+--+-+----++--,X,78,X,647
++++++++-+---+-+++--++--+-+----++----,++++--++-+++-+-+--+-++-+-+----++--+--,X,45,X,528
++++++++-+---+-+++--+--+-++----+-+---,++++--+++-+++--+-+-+--+--+++---+--+--,X,435,X,524
++++++++-+---+-++-++---+--+-+----++--,++++-+--++++-+---+-+-++--++-+---++---,X,662,X,185
++++++++-+---+-++--+-++----+-+--++---,++++--+---++--+++-++-+++-+--+-+-+----,X,8,X,449
++++++++-+---+-++----+++--+--+-+-+---,+++-+++--++-++-++-+---+++--+-+----+--,X,418,X,644
++++++++-+---+-++-----+++--+-+-+--+--,+++++-++---++-+-+---++--+-++---++--+-,X,389,X,131
++++++++-+---+-+-++-+--+---+---+++---,+++-++-++-+-++---+--++-++---+++----+-,X,487,X,317
++++++++-+---+-+-+--+-+--++----++-+--,++++-+---+---++++--+---++-+--+++-++--,X,223,X,462
++++++++-+---+-+--+----+++---+++--+--,++++-++-+--+-+-+---+-++--++-+++--+---,X,258,X,383
++++++++-+---+-+---+--++---++-+--++--,++++-+--+-+--+-+++-+-++-----+++-++---,X,107,X,305
++++++++-+---+-+----+++---+-++-+--+--,+++++--++--+++-+-++--++--+-+-+--+----,X,136,X,656
++++++++-+---+-+----+--+-++-+-+++----,++++-++--+++---+-+-++---+-++--++--+--,X,79,X,592
++++++++-+---+-+----+--+-++--+++-+---,+++-++-----++-+-++-++--++-+-+--+++---,X,419,X,192
++++++++-+---+--+++-+--+--+----+++---,++++-+-++-++-++---++--++--+-+-+-+----,X,206,X,439
++++++++-+---+--++--+--+-++-+---++---,++++-+--+++-+-+++-+-+--+----+++---+--,X,675,X,133
++++++++-+---+--+--+-+----++++---++--,++++--+-+-+-+---++-+++-++---++-+--+--,X,183,X,447
++++++++-+----+++-+--+-+--++---+--+--,++++--++-+-+++--++--+-+-+-----+++-+--,X,600,X,221
++++++++-+----+++--+--+--++---+-++---,++++-++--+----++--+-++-+-+---+++-+-+-,X,302,X,118
++++++++-+----++-+---+--+++---++-+---,++++-+++--++-++--+-++-+--+-+-+---+---,X,568,X,61
++++++++-+----++-+----++---++-+-+-+--,++++-+--++--+-++--++-+++-----+-+-++--,X,331,X,112
++++++++-+----++--+-+--+++----++-+---,++++-++-+-+-+++--++---+--+--++-+---+-,X,145,X,651
++++++++-+----++--+---+-+-++--+-++---,++++--++----+--+-+-++-+++--+-+++-+---,X,244,X,326
++++++++-+----++-----++--+-+-+++-+---,+++-++-++-+--++---+++--+-+-++-+---+--,X,525,X,294
++++++++-+----++-----+--+++--+++-+---,+++--+-++-+----++-++-++--++-+-+-+-+--,X,143,X,211
++++++++-+----+-++---+-+--++---++-+--,++++-+---++----++-++-+-+---+-+++-++--,X,312,X,441
++++++++-+----+-+-+----+++--+--+-++--,++++--+-+--++-+++--+---+--++-+-+++---,X,51,X,434
++++++++-+----+--+-+---+-+++----+++--,+++-++-++--+-+-+-++--++---++-++-+----,X,263,X,154
++++++++-+-----+-++---+-++---+--+++--,++++-+--++-+-+++----++--++-+-+-+--+--,X,239,X,613
++++++++-+-----+-+-+--++----+++--++--,+++-++---+-++-+-+-++-++-++----++-+---,X,261,X,321
++++++++-+-----+--++---+-++--+-+++---,+++-+-++-+-+++--+--++-+-+--+++--+----,X,53,X,487
++++++++-+-----+---++-++----+-+++-+--,+++-+--+++-+--+-+-+--++-+--+++--++---,X,228,X,482
++++++++--++++-+----+--+-++-+---+----,+++-+-+-+--++--+-++--+++-+---+++--+--,X,412,X,666
