canonical_u,canonical_v,mine,mine_index,friend,friend_index
+++++++-+-++-++-----++---++-+-+---+--,++++--++----+-+-+-++-++-++--+++-+----,X,147,X,242
+++++++-+-++-+-+-++---++--+--+--+----,+++++-+-+--++--+---+++---++++--+---+-,X,218,X,444
+++++++-+-++-+-+-+-----++--+-++-+----,+++-+++-+--++-+-----+++--+++--++--+--,X,117,X,527
+++++++-+-++-+--++--+--+++---+-+-----,++++-+-++-+++--++-+--+---+-+++---+---,X,358,X,429
+++++++-+-++-+--++--+---++---+++-----,+++-+++-+-++-+-+-----+-++-++--++-+---,X,214,X,108
+++++++-+-++-+--++----++--++---+---+-,++++-+-+-----+++-+--+++-++--+-++-+---,X,374,X,661
+++++++-+-++-+--+--+--++--+---++---+-,++++++--+-+-+-+--+++---+++--++-+-----,X,130,X,555
+++++++-+-++-+---++----++--+++-+-----,++++-++--+++-+---+++--+--+--+--+-+-+-,X,198,X,626
+++++++-+-++-+---+-+++---+-++----+---,++++-+++--+--+-+--++--+---+-++-+++---,X,133,X,558
+++++++-+-++--++--+++-----+-+--++----,++++-++-++--+--+-+-+-+++---++-+----+-,X,577,X,80
+++++++-+-++--++-----+-+--+-+++----+-,++++--++-+-+---+++-++-++---++-+---+--,X,506,X,96
+++++++-+-++--+-+-+++-----++---+--+--,+++++-+----+-+-+--+++--+++--+-++--+--,X,5,X,353
+++++++-+-++--+--+----++---++++--+---,++++-+---+++-+-+-++-+-+++--+---+--+--,X,445,X,62
+++++++-+-++--+---++-+----+++-+--+---,++++-++++--+-+--++-++--++----+-+-+---,X,678,X,67
+++++++-+-++---++++--++--+---+-+-----,++++-+-+---++--+---++-+-++-++-++-+---,X,326,X,299
+++++++-+-++---++-++-+---+-+--+---+--,+++++--+-++++---+---++--+-+++---+-+--,X,343,X,359
+++++++-+-++---++-+---+-+--+--++--+--,++++-++++--+-+---++-+++---+-+-++-----,X,99,X,291
+++++++-+-++---++--+-+--+---+-++---+-,++++++-+---++----+++-+--++-+-++--+---,X,492,X,82
+++++++-+-++---+--+---+-+--++++-+----,+++-++--++-++----++----++-+-+++-+-+--,X,570,X,56
+++++++-+-++---+---+--+---++++-++----,+++-+--+++--++-+-+-+-++-++-+--++-----,X,629,X,9
+++++++-+-++----++++---+---++--+--+--,++++-++--+-+-+-+--+++-+----+--+-+++--,X,422,X,489
+++++++-+-++----++-+-++---+--++--+---,++++++-+-++--+-++-----++-+-+-+--++---,X,328,X,191
+++++++-+-++----+-++-+---+-+--++--+--,++++-+-+--+---+-++--+++-----+++-+++--,X,603,X,296
+++++++-+-++----+--++---+-+-+-++-+---,++++++--+--++-+-+++--+-++----++---+--,X,569,X,608
+++++++-+-++-----++-+-+---+-+-++-+---,++++-++-+++--++--+---+-++-++----++---,X,33,X,566
+++++++-+-+-++-+--++-+--++-+----+----,+++-++---+---+++----++-+++-+-+++--+--,X,375,X,398
+++++++-+-+-++--++-+--++-+---++------,++++-+-+--+++--+--+----++-+-+++-++---,X,550,X,316
+++++++-+-+-++--+--+--+---+++----++--,++++++--++-+---+-+-++-+-+--+++--+----,X,24,X,342
+++++++-+-+-++---+-+--+-++--++--+----,++++-++--+-+++-+++-----++----++-+-+--,X,655,X,41
+++++++-+-+-++---+-+--+-++--++--+----,+++-++-++----+++------++-+-+++-+-++--,X,651,X,45
+++++++-+-+-++----++--+-++----+-+-+--,+++-+++--+-++-+++---+-++-++--++------,X,156,X,526
+++++++-+-+-+--++--+--++-+-+----++---,+++++--+-++++-++---++--+-++-+---+----,X,227,X,334
+++++++-+-+-+--+-++-++----++--+---+--,++++---+----++--+++-++-++-+-+-+++----,X,660,X,280
+++++++-+-+-+--+-----+-++--+++-++----,+++++--+++--+-+-++-+---+--++-+--++---,X,276,X,394
+++++++-+-+--+++-+--++--+--+-+--+----,++++--+-++--++-+-+-+++-+++---++------,X,634,X,52
+++++++-+-+--+++--+--+--++---++-+----,+++++-+++----+--+-+-+-+-++----++-++--,X,399,X,670
+++++++-+-+--++-+++--++-+---+--+-----,++++-+-+--+++--+++--+-++----++-+---+-,X,351,X,170
+++++++-+-+--++-++-++---+-+-+-----+--,+++++--+-+++--+-+-++-++---++---++----,X,378,X,276
+++++++-+-+--++-+-++----+++---+--+---,++++-++--+++-----+--++--+-+++-+--+-+-,X,539,X,509
+++++++-+-+--++-+-+----+++--+-+---+--,+++++-++-+---++---+--++-++----+++--+-,X,327,X,609
+++++++-+-+--++--++--+-++-----+-+--+-,+++++-+---++--++-+-++-----++-+-+++---,X,455,X,95
+++++++-+-+--++----+-+-+--++--++-+---,+++++-+----++--+-+++----+--+-++-+++--,X,124,X,653
+++++++-+-+--+-++-+---+--+++-----++--,+++-++-++----+-+--++--+++----+-+++-+-,X,71,X,614
+++++++-+-+--+--++--+-++----++-+-+---,++++++--++++-+--+-+---++--++-+---+---,X,664,X,64
+++++++-+-+--+--++----++---+-+++--+--,++++-++-+-+-+--++---++++-+-----+-++--,X,670,X,68
+++++++-+-+--+--+-++--+--++---+-++---,++++--+----+++--+++-+++-++-+-+-+-----,X,475,X,37
+++++++-+-+--+--+-+---+--+++--+++----,++++--++-++--+-----+-++-+-+-+++-++---,X,536,X,263
+++++++-+-+--+--+--++---+++---++--+--,++++-++-+++----+--+-+-+---+-++++-+---,X,535,X,122
+++++++-+-+--+---+----++-+++---++-+--,++++-+++---+-+++-+--++--+--+-+-++----,X,507,X,105
+++++++-+-+---+++-----++-++-+---++---,++++-++-++-+-+---++---+-++-+---+--++-,X,271,X,591
+++++++-+-+---++-+---+---++-+--+-++--,++++---++-++-+---+---+++-+++-++-+----,X,9,X,452
+++++++-+-+---+-+--+-++--++--+++-----,+++++-+-++-+-+++--+---+--+--+--+++---,X,6,X,457
+++++++-+-+----++--+--+-+---+-+++--+-,+++++--+--++--+-+--+-++++--+++---+---,X,450,X,371
+++++++-+-+-----+++-+---+--+-+--+++--,++++-+--++--+-+----+++--++-+++-+--+--,X,554,X,174
+++++++-+-+-----+-+-+--+-+-++--++-+--,+++++---++-++--+++--+++--+-++--+-----,X,94,X,445
+++++++-+-+------+-++----+++-++--++--,+++-+-+---+-++-++--+++----++-+-++-+--,X,250,X,565
+++++++-+--+++-+-++---+-++----+---+--,+++++-+---++----+++-++--+-+-++--+-+--,X,337,X,146
+++++++-+--+++-+--+-+---+-+--+--++---,++++-++---+-++-----++-+++-+++---+-+--,X,243,X,58
+++++++-+--+++-+----+--++-++----++---,+++-+++--+-++-+-+-+++-+--++-+----+---,X,415,X,225
+++++++-+--+++-+-----++--+++--+-+----,+++-++--+++-+-+-+++--+-++----+--+--+-,X,593,X,11
+++++++-+--+++--+-++--+--+----+-++---,++++-+++--+---+++---+-+-+++-+--+---+-,X,544,X,538
+++++++-+--+++--+-+-+--+-++--+--+----,++++++-+---+++-+--+++---+---+-+--++--,X,585,X,194
+++++++-+--+++--+----+-+++--+--+--+--,++++-+++-+-++--+-+-+----+++-+---++---,X,103,X,188
+++++++-+--+++---+---+--++-+---+++---,+++-++-+-++-+--+---++-+++-+-----++-+-,X,430,X,175
+++++++-+--+++----+-+-+--++--+-+-+---,+++++-++--+++-+----+--+-++-++----++--,X,493,X,633
+++++++-+--++-+-+-----++-++---++---+-,++++--+++--+-+-++-+-+++-+--++--+-----,X,523,X,183
+++++++-+--++-+--++++---+----++---+--,++++-+---+++-+-+-++-+-+++--+---+--+--,X,444,X,63
+++++++-+--++-+--+++--+-+-+--+----+--,+++++--+-+++-++-+---+-+++---+---++---,X,138,X,226
+++++++-+--++-+--+++--+----++-+---+--,++++-+++---+-+++---+++-+--+---+--+-+-,X,105,X,535
+++++++-+--++-+---++--+-+----+-+-++--,+++++-+-----++--++-+++---+++-+--+-+--,X,164,X,145
+++++++-+--++-+----+---++-+++--++----,++++--+---+-+---+-++-+-+-++-++-+++---,X,322,X,384
+++++++-+--++--+-+++----+-+-+--+--+--,++++++-+--+-+--++---+-+++---+---+++--,X,502,X,7
+++++++-+--++---++-+-+-+-++---++-----,++++++--+-++++--+-+---+--+--++--+-+--,X,500,X,31
+++++++-+--++----+++--+-+----+-++-+--,++++--++-+++-+-+-+----+--++-+++---+--,X,101,X,323
+++++++-+--++-----+++---+-++-+-+---+-,+++++-++----++--+--+-+--+-+-+++--++--,X,257,X,260
+++++++-+--++------+-+-+-++--++-+--+-,+++-++-+---++--+++-----+++-+-++-++---,X,154,X,533
+++++++-+--+-++++--++--++----+-+-----,+++-++-++----++---+++-+--+-+-+-+--++-,X,320,X,315
+++++++-+--+-+++-++---+--+----++-+---,++++-+-+++--+---+-+--++-+-+++--++----,X,631,X,473
+++++++-+--+-+++--++--++-+------+-+--,++++---++--+++-++-+--+-+++-+---+-+---,X,235,X,368
+++++++-+--+-++--+++--++-+---++------,+++-++-+--+++-+---+-+----+-+++--++-+-,X,202,X,177
+++++++-+--+-+-++---++--+--+---+-++--,+++++-+--+++--+++---+-+++-+-+--+-----,X,180,X,322
+++++++-+--+-+-+-+-++-++----++---+---,++++-++-++--++-+++-+----++-+----++---,X,255,X,265
+++++++-+--+-+-+-+--+--++--++----++--,++++-++------+-+-++--+-+++---++++-+--,X,161,X,437
+++++++-+--+-+-+-+-----+++-+--++--+--,++++-+--+-+++--+++--++-+-----+--+++--,X,95,X,313
+++++++-+--+-+--+---+---+-+++-+--++--,++++-+--++++--+--+---+++--+++-+-+----,X,307,X,497
+++++++-+--+-+------++-++--++---+++--,+++-++--+--+-++-+-+----+++-+-+++-+---,X,453,X,330
+++++++-+--+--+++-+-+---++----++-+---,+++++-+++--+--+----++-++---++-+-+-+--,X,621,X,88
+++++++-+--+--+++---+-+-++-+---+-+---,++++++--+++-+-+--+----+++--+--+--++--,X,392,X,75
+++++++-+--+--++-+-+-+----+--+--+++--,+++++-+---++-+--+++--+++-+-+--++-----,X,246,X,134
+++++++-+--+---+++---+-++----+-+-++--,+++++-+--+-+-+++-++--++-+---++----+--,X,344,X,199
+++++++-+---++-+-++-++---+-+---+--+--,++++-++-+-+++---+++-++---+---+-++----,X,549,X,466
+++++++-+---++-+-+--++-+---+-++---+--,++++-+++--+++---+-----+++-+--++-+--+-,X,663,X,184
+++++++-+---++-+--+----++-++----+++--,++++-++-++---+-+--+---++-+++-+-+-+---,X,301,X,333
+++++++-+---++--+----++-+-++---+-++--,++++-++-+-+-+-++-----+++-+--++----++-,X,488,X,227
+++++++-+---+-++---++----+---++++-+--,++++-+--+-+-+---+++-++-++-+---+--++--,X,0,X,564
+++++++-+---+--++--+-+--+++---++-+---,++++-+++-+--++++-+--+-++-+---+---+---,X,513,X,675
+++++++-+---+-----+++---++-+-++-+-+--,++++-++-++--+-+--++--++----+++-+---+-,X,647,X,179
+++++++-+----++----+--++--++-+-+-++--,+++++-+---+-++--++++--++-+-+--+-+----,X,489,X,478
+++++++-+----+--++----++-+-+-++-++---,+++++-++---+-+-+--++-+--++----+-+++--,X,153,X,496
+++++++-+----+---+++--+--+-+---++++--,++++-++--++--+--+-+-+-+---++++--+--+-,X,341,X,266
+++++++-+-----++-----++-+-+-+++--++--,+++-+-+++--+--+-++-+-++--+-+++----+--,X,387,X,198
+++++++-+-----+-+--++--+++--+-+++----,++++-+-++-+++-+--++--+----++--+-+-+--,X,452,X,396
+++++++-+-----+-+--++--+-++--++-+-+--,+++++--+++-++-+-+----++-+---+++---+--,X,252,X,448
+++++++-+------++-+--++-+-+-+--+++---,++++-+-+++-++--++--++----+--+-++-+---,X,547,X,348
+++++++-+------+-+-+--+--+++-+--+++--,+++++--++-+-+---++--++-+--++-+-++----,X,553,X,400
+++++++--++++-+-----+---+++-+--+-+---,+++-++-+---+++--++-+-+--+---++-++--+-,X,349,X,471
+++++++--++++--++----+-+-+--++--+----,+++++---+-+-+-++-++-++-+-++---+--+---,X,199,X,126
+++++++--+++-++-+---+-++-+-+-----+---,+++++--++-+-+--++---+-++--++-+-++----,X,325,X,301
+++++++--+++-++-+----++--+-++----+---,+++++--+-++-+----+-+-+-+-+++--++--+--,X,363,X,377
+++++++--+++-+---+---+-++-+--+--++---,++++-+++--+-+-++-+-+++---+-++--+-----,X,636,X,103
+++++++--+++--++-++-++---+-+-+-------,++++--+--+-+-++--+++-+-++-+---+-++---,X,289,X,152
+++++++--+++--+--+----+-+-+-++++-----,+++-++-+-++-+--++-++--+---+-+---+++--,X,182,X,554
+++++++--++-+-+--++--+-----++-+-++---,++++-++-+--++---+-+-+-++++-----++--+-,X,142,X,29
+++++++--++-+---+-++-++---+--+-+-+---,++++-++----+----++-++---+++-+-+++--+-,X,406,X,451
+++++++--++--+++--+--+---+--+-+++----,++++-+-++--+-+--++++-+--++-----+-+-+-,X,384,X,30
+++++++--++--++---+-++--+-++-+-+-----,++++-++-+++-+--+-+-+-----+-++--+++---,X,215,X,167
+++++++--++--+-+++----+-+-+--+--+-+--,++++-++++--++----+-++---+-+++-+---+--,X,491,X,59
+++++++--++--+--+----+-+++-+-+--++---,++++-+-++--+-++++-----++--+-+---++-+-,X,192,X,158
+++++++--++--+-----+-+---++++-++-+---,+++-++--+-+-+-++-+-++--+++--+-++-----,X,345,X,388
+++++++--++---+----++-+--++--+-+++---,+++++-++-++---++-++-+-+--+-+-+-+-----,X,598,X,159
+++++++--++---+-----++--+-++-++-+-+--,++++--+++-+---+-+-++---+-++-+++-+----,X,296,X,269
+++++++--+-++-+-+-+++-+--++---+------,++++--+++-+--+-+++----+--++-+-+--++--,X,398,X,597
+++++++--+-++-+-------+-+++-++--++---,+++-+-++-+--++-++---+++----+-+-+-++--,X,499,X,432
+++++++--+-++---+-+++---+-+-++--+----,++++-+-+++-++---+----+--+-+++--+-++--,X,626,X,207
+++++++--+-+--++-+-+-+-++-+---++-----,++++++--++-+++-+--+--++---++----+-+--,X,652,X,42
+++++++--+-+--++-+-+-+-++-+---++-----,++++-++-+-+---++--+--++-----++-++++--,X,654,X,39
+++++++--+-+--++-+-+-+-++-+---++-----,++++--+++-+-----+--+-++---++-+++-++--,X,653,X,40
+++++++--+-+--+-+-+---+-++---+++--+--,++++-+++--++++---+--++-++--+-+-----+-,X,604,X,264
+++++++--+-+----+-++--++-+---+++-+---,+++++-+-+-++-++-+-++--++---++-----+--,X,526,X,23
+++++++--+--+-++-+-+-+--++----+++----,++++-++-----+---+-+-++--+++-++--++-+-,X,32,X,580
+++++++--+---++------++-++-+++-+-+---,++++--+++-+---+-++---+-+--+-++-+-++--,X,201,X,506
+++++++---++++--+-++--++-+-+--+------,++++-++-++--+-+-+---+--+++---++--+-+-,X,457,X,346
+++++++---+++-+-+--++--+-++---+-+----,+++++-++--+-+--+----+-++--+++-+---++-,X,540,X,404
+++++++---++-+++-+-+-+-----+--+-++---,+++++--++--+---+++-++-+--+-+---++-+--,X,272,X,595
+++++++---++-++-+++-+-+-+----+--+----,++++-+-+--+---++++---++--+-+--++-++--,X,110,X,307
+++++++---++--+++-++-++--+---+-+-----,++++-+-+-++---+-+----++-++-+--+-+++--,X,294,X,200
++++++-++++---+---++--++-+-----+-++--,++++-+-+---++++---+--++-++-+--+-+-+--,X,152,X,268
++++++-++++---+---+-+-+--+--+-+++----,+++++--++---++-++-++-+---+---++-+-+--,X,671,X,120
++++++-+++-++---+++-+----+++--+------,+++-+-++-+-+--++-++-++-+--++---+-+---,X,131,X,17
++++++-+++-++----++-+---+-+++---+----,++++-+++---++-+--++--+---+-+-++-+--+-,X,608,X,679
++++++-+++-++----+---++-+--+-+-+-+---,++++-++-+--++-+++--+--+-+++---++-----,X,134,X,605
++++++-+++-+--++---+-++-+-----+-++---,++++-++--+-+-+-+--+---++-++++--++----,X,305,X,302
++++++-+++-+--+---+--+--+-+-++--++---,+++++-+-++----++--++-+-+---++++----+-,X,648,X,46
++++++-+++-+--+---+--+--+-+-++--++---,+++++-+---+++--+---+-+--++++-+-++----,X,650,X,43
++++++-+++-+--+---+--+--+-+-++--++---,++++-+++----++-+---+-+-++--++++-+----,X,649,X,44
++++++-+++-+-----+-+-++-+----+++---+-,+++-+++-++---++-+-++----++--+-++--+--,X,166,X,8
++++++-+++--+-++--+-+--+++-----+--+--,++++++--++--+-+--+++-+----++-+-+-+---,X,111,X,450
++++++-+++--+--+-+++----+---+-+-++---,++++-+--+--+-+++--++-++-----+-+-+++--,X,13,X,241
++++++-+++---++-+++-+--+-+--+--+-----,++++--+++-+++--+---+-++--+-+-+-++----,X,609,X,28
++++++-+++---++-++--++-+--+-+--+-----,+++++--+++---+---+-+-+-+--+-++++--+--,X,611,X,410
++++++-+++---+-----+-+-+++----+-+++--,+++-++----++-++--+-++---++-++-+-+--+-,X,394,X,610
++++++-+++----+--+++-+---+-+-+--+--+-,++++--+++-+++--+--++-+-++-----+-++---,X,229,X,578
++++++-+++----+--+-++-+-+---+-+--++--,+++++--++-+--+---++-+-+---+--+++++---,X,541,X,14
++++++-++-++---+-+---+-+-+++----+-+--,++++++--++--++--+-++-+-----++-+-++---,X,177,X,660
++++++-++-+-++----+---+++--+-+-+---+-,+++++-+--+---+-++----+++--++-+++--+--,X,447,X,1
++++++-++-+-++-----+---+--+++-+++----,+++++--+-+-+-+--++---+-++-++-+--++---,X,39,X,510
++++++-++-+-+-----++---++--+++-+---+-,+++++--+-+---+-++----++-+-++-+++--+--,X,256,X,10
++++++-++-+---+-+++--++-+---+---++---,+++++-++-+-+--+-+--++-+-----++-+++---,X,178,X,433
++++++-++--++-+--++--+------+++-++---,++++-+--+-+---+-+-+++-+-++-+----+++--,X,646,X,20
++++++-++--++-+----++-+-++------+++--,+++++-+--+-+-+-+-+++----+--+-++--++--,X,390,X,352
++++++-++--++--++++-----++-+-----+-+-,++++-+++---++--+--++-+-++-+--+-+-+---,X,179,X,137
++++++-++--+-++----+---++-++-+-+-+---,+++++-+----+++--++--+---+-+--+-++++--,X,599,X,160
++++++-++---++---++-+--++------+++-+-,+++-++-++-+---+-+-++-++-----+++-+-+--,X,240,X,104
++++++-++----+-++++---+--++----+-++--,+++++-++--++-+-++-+-++---+-+---+-+---,X,396,X,287
++++++-+-++-+--++-----+++-++-+---+---,++++-++--+--+-+-+----++-+---+++-+++--,X,193,X,26
++++++-+-+-++-+-----+--+--++++---++--,+++++-+---+---+++--++-+-+--+--+++-+--,X,469,X,259
++++++-+-+--++-+-+-++--++-------+++--,+++++-+--++--++++----+--++-+--+-+-+--,X,638,X,33
++++++-+--+--++++-+--+---+----+++-+--,++++++--+++---++---+--++-+-+-+-+--+--,X,657,X,208
++++++-+-------+-+--++-+++--+-++++---,+++-+--++-++-+-+---+--++-+-++---+++--,X,381,X,32
+++++-++++-+--+---+---+-+-+-++-++----,++++-+++----++-++--+-+--+---++-+++---,X,612,X,2
++++-+++----+-++--+-+-+--++-+----+++-,++++-+--++-+++-++--+-++++---+----+---,X,679,X,0
