canonical_u,canonical_v,mine,mine_index,friend,friend_index
++++++---+-+---,++-+-++-+--++--,X,0,X,5
+++++-+-+--+---,+++-++--+-++---,X,1,X,3
+++++-+-+--+---,+++--++-++-+---,X,2,X,4
+++++-+--+-+---,+++-++---++--+-,X,3,X,6
+++++-+---+-+--,+++-++---++-+--,X,4,X,7
++++-+-++--+---,++++-+-++--+---,X,7,X,0
++++-+-++---+--,++++-+---+-++--,X,6,X,2
++++--++-+-+---,+++-++-+----++-,X,5,X,1
