canonical_u,canonical_v,mine,mine_index,friend,friend_index
++++-++--+---,++++--+-+-+--,X,1,,
+++++--+-+---,+++-++--+-+--,X,0,X,2
++++-++--+---,+++-+-++-+---,X,2,X,0
++++--+-+-+--,+++-++----++-,X,3,X,1
